hfhudcode,id,cfname,updateddate,addeddate,reportdate,icu_v,icu_o,isolbed_v,isolbed_o,beds_ward_v,beds_ward_o,mechvent_v,mechvent_o
DOH000000000000280,8636,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-24 8:27:03,2020-04-24 8:27:03,2020-04-24,0,0,1,0,0,0,0,0
DOH000000000000280,21014,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-05-02 7:49:09,2020-05-02 7:49:09,2020-05-02,0,0,1,0,0,0,0,0
DOH000000000000280,26203,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-05-05 8:09:08,2020-05-05 8:09:08,2020-05-05,0,0,1,0,0,0,0,0
DOH000000000000280,4602,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-21 8:07:21,2020-04-21 8:07:21,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000000280,24605,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-05-04 8:26:11,2020-05-04 8:26:11,2020-05-04,0,0,1,0,0,0,0,0
DOH000000000000280,5816,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-22 8:15:11,2020-04-22 8:15:11,2020-04-22,0,0,1,0,0,0,0,0
DOH000000000000280,19446,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-05-01 8:02:48,2020-05-01 8:02:48,2020-05-01,0,0,1,0,0,0,0,0
DOH000000000000280,11631,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-26 8:28:03,2020-04-26 8:28:03,2020-04-26,0,0,1,0,0,0,0,0
DOH000000000000280,17781,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-04-30 8:06:46,2020-04-30 8:06:46,2020-04-30,0,0,1,0,0,0,0,0
DOH000000000000280,22711,ILOCOS SUR DISTRICT HOSPITAL - SALCEDO,2020-05-03 7:55:48,2020-05-03 7:55:48,2020-05-03,0,0,1,0,0,0,0,0
DOH000000000000281,25696,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-05-04 16:34:59,2020-05-04 16:34:59,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000281,20057,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-05-01 9:56:23,2020-05-01 9:56:23,2020-05-01,0,0,18,1,0,0,0,0
DOH000000000000281,2553,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-19 7:35:54,2020-04-19 7:35:54,2020-04-19,0,0,15,4,0,0,0,0
DOH000000000000281,7294,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-23 8:46:56,2020-04-23 8:46:56,2020-04-23,0,0,16,3,0,0,0,0
DOH000000000000281,16987,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-29 11:42:31,2020-04-29 11:42:31,2020-04-29,0,0,18,1,0,0,0,0
DOH000000000000281,13162,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-27 8:32:53,2020-04-27 8:32:53,2020-04-27,0,0,19,0,0,0,0,0
DOH000000000000281,15528,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-28 14:40:25,2020-04-28 14:40:25,2020-04-28,0,0,19,0,0,0,0,0
DOH000000000000281,22956,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-05-03 8:32:47,2020-05-03 8:32:47,2020-05-03,0,0,17,2,0,0,0,0
DOH000000000000281,10139,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-25 8:22:54,2020-04-25 8:22:54,2020-04-25,0,0,18,1,0,0,0,0
DOH000000000000281,18011,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-30 8:32:59,2020-04-30 8:32:59,2020-04-30,0,0,18,1,0,0,0,0
DOH000000000000281,11435,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-26 8:05:22,2020-04-26 8:05:22,2020-04-26,0,0,19,0,0,0,0,0
DOH000000000000281,690,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-16 17:44:38,2020-04-16 17:44:38,2020-04-16,0,0,17,2,0,0,0,0
DOH000000000000281,21590,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-05-02 9:41:41,2020-05-02 9:41:41,2020-05-02,0,0,18,1,0,0,0,0
DOH000000000000281,1767,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-18 8:01:15,2020-04-18 8:01:15,2020-04-18,0,0,15,4,0,0,0,0
DOH000000000000281,9226,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-24 11:07:48,2020-04-24 11:07:48,2020-04-24,0,0,16,3,0,0,0,0
DOH000000000000281,5841,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-22 8:19:30,2020-04-22 8:19:30,2020-04-22,0,0,14,5,0,0,0,0
DOH000000000000281,3780,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-20 8:44:32,2020-04-20 8:44:32,2020-04-20,0,0,15,4,0,0,0,0
DOH000000000000281,5357,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-21 15:17:34,2020-04-21 15:17:34,2020-04-21,0,0,15,4,0,0,0,0
DOH000000000000281,26479,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-05-05 8:40:53,2020-05-05 8:40:53,2020-05-05,0,0,15,4,0,0,0,0
DOH000000000000281,1011,ILOCOS SUR DISTRICT HOSPITAL - MAGSINGAL,2020-04-17 8:26:39,2020-04-17 8:26:39,2020-04-17,0,0,17,2,0,0,0,0
DOH000000000000283,13959,UMALI MEDICAL CLINIC,2020-04-27 14:31:30,2020-04-27 14:31:30,2020-04-27,0,0,1,0,0,0,0,0
DOH000000000000283,1766,UMALI MEDICAL CLINIC,2020-04-18 8:01:10,2020-04-18 8:01:10,2020-04-18,0,0,1,0,0,0,0,0
DOH000000000000283,11427,UMALI MEDICAL CLINIC,2020-04-26 8:03:27,2020-04-26 8:03:27,2020-04-26,0,0,1,0,0,0,0,0
DOH000000000000283,14548,UMALI MEDICAL CLINIC,2020-04-28 8:07:21,2020-04-28 8:07:21,2020-04-28,0,0,1,0,0,0,0,0
DOH000000000000283,18265,UMALI MEDICAL CLINIC,2020-04-30 9:14:03,2020-04-30 9:14:03,2020-04-30,0,0,1,0,0,0,0,0
DOH000000000000283,5634,UMALI MEDICAL CLINIC,2020-04-22 7:36:08,2020-04-22 7:36:08,2020-04-22,0,0,1,0,0,0,0,0
DOH000000000000283,9460,UMALI MEDICAL CLINIC,2020-04-24 14:28:08,2020-04-24 14:28:08,2020-04-24,0,0,1,0,0,0,0,0
DOH000000000000283,2487,UMALI MEDICAL CLINIC,2020-04-19 6:58:59,2020-04-19 6:58:59,2020-04-19,0,0,1,0,0,0,0,0
DOH000000000000283,22549,UMALI MEDICAL CLINIC,2020-05-03 7:14:21,2020-05-03 7:14:21,2020-05-03,0,0,1,0,0,0,0,0
DOH000000000000283,16083,UMALI MEDICAL CLINIC,2020-04-29 7:57:20,2020-04-29 7:57:20,2020-04-29,0,0,1,0,0,0,0,0
DOH000000000000283,10922,UMALI MEDICAL CLINIC,2020-04-25 15:11:05,2020-04-25 15:11:05,2020-04-25,0,0,1,0,0,0,0,0
DOH000000000000283,26019,UMALI MEDICAL CLINIC,2020-05-05 7:35:19,2020-05-05 7:35:19,2020-05-05,0,0,1,0,0,0,0,0
DOH000000000000283,7271,UMALI MEDICAL CLINIC,2020-04-23 8:42:17,2020-04-23 8:42:17,2020-04-23,0,0,1,0,0,0,0,0
DOH000000000000283,21759,UMALI MEDICAL CLINIC,2020-05-02 10:41:46,2020-05-02 10:41:46,2020-05-02,0,0,1,0,0,0,0,0
DOH000000000000283,25325,UMALI MEDICAL CLINIC,2020-05-04 11:52:53,2020-05-04 11:52:53,2020-05-04,0,0,1,0,0,0,0,0
DOH000000000000283,4415,UMALI MEDICAL CLINIC,2020-04-21 7:00:47,2020-04-21 7:00:47,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000000283,19250,UMALI MEDICAL CLINIC,2020-05-01 7:17:17,2020-05-01 7:17:17,2020-05-01,0,0,1,0,0,0,0,0
DOH000000000000283,3761,UMALI MEDICAL CLINIC,2020-04-20 8:39:38,2020-04-20 8:39:38,2020-04-20,0,0,1,0,0,0,0,0
DOH000000000000285,8709,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-24 8:37:49,2020-04-24 8:37:49,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000285,19983,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-05-01 9:38:22,2020-05-01 9:38:22,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000285,18398,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-30 9:51:24,2020-04-30 9:51:24,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000285,6595,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-22 15:18:59,2020-04-22 15:18:59,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000285,16898,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-29 10:56:10,2020-04-29 10:56:10,2020-04-29,0,0,0,0,0,0,0,0
DOH000000000000285,7147,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-23 8:24:09,2020-04-23 8:24:09,2020-04-23,0,0,0,0,0,0,0,0
DOH000000000000285,25691,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-05-04 16:30:31,2020-05-04 16:30:31,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000285,10338,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-25 9:01:26,2020-04-25 9:01:26,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000285,26955,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-05-05 10:39:53,2020-05-05 10:39:53,2020-05-05,0,0,0,0,0,0,0,0
DOH000000000000285,4253,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-20 15:22:42,2020-04-20 15:22:42,2020-04-20,2,0,3,0,3,0,0,0
DOH000000000000285,14687,"C AND H MEDICAL AND SURGICAL CLINIC, INC.",2020-04-28 8:23:09,2020-04-28 8:23:09,2020-04-28,0,0,0,0,0,0,0,0
DOH000000000000289,2404,DUBONGCOS MEDICAL CLINIC,2020-04-18 17:42:01,2020-04-18 17:42:01,2020-04-18,2,0,2,0,2,0,1,0
DOH000000000000289,17284,DUBONGCOS MEDICAL CLINIC,2020-04-29 16:12:01,2020-04-29 15:49:40,2020-04-29,2,0,2,0,2,0,1,0
DOH000000000000289,1366,DUBONGCOS MEDICAL CLINIC,2020-04-17 12:11:30,2020-04-17 12:11:30,2020-04-17,2,0,2,0,2,0,1,0
DOH000000000000289,9217,DUBONGCOS MEDICAL CLINIC,2020-04-24 11:04:28,2020-04-24 11:04:28,2020-04-24,2,0,2,0,2,0,1,0
DOH000000000000289,12340,DUBONGCOS MEDICAL CLINIC,2020-04-26 14:07:12,2020-04-26 14:07:12,2020-04-26,2,0,2,0,2,0,1,0
DOH000000000000289,11059,DUBONGCOS MEDICAL CLINIC,2020-04-25 17:12:37,2020-04-25 17:12:37,2020-04-25,2,0,2,0,2,0,1,0
DOH000000000000289,21368,DUBONGCOS MEDICAL CLINIC,2020-05-02 8:44:13,2020-05-02 8:44:13,2020-05-02,2,0,2,0,2,0,1,0
DOH000000000000289,5925,DUBONGCOS MEDICAL CLINIC,2020-04-22 8:32:50,2020-04-22 8:32:50,2020-04-22,2,0,2,0,2,0,1,0
DOH000000000000289,23706,DUBONGCOS MEDICAL CLINIC,2020-05-03 12:53:34,2020-05-03 12:53:34,2020-05-03,2,0,2,0,2,0,1,0
DOH000000000000289,26242,DUBONGCOS MEDICAL CLINIC,2020-05-05 8:13:35,2020-05-05 8:13:35,2020-05-05,2,0,2,0,2,0,1,0
DOH000000000000289,4167,DUBONGCOS MEDICAL CLINIC,2020-04-20 13:35:23,2020-04-20 13:35:23,2020-04-20,2,0,2,0,2,0,1,0
DOH000000000000289,15099,DUBONGCOS MEDICAL CLINIC,2020-04-28 9:54:42,2020-04-28 9:41:55,2020-04-28,2,0,2,0,2,0,2,0
DOH000000000000289,18305,DUBONGCOS MEDICAL CLINIC,2020-04-30 9:21:43,2020-04-30 9:21:43,2020-04-30,2,0,2,0,2,0,1,0
DOH000000000000289,19466,DUBONGCOS MEDICAL CLINIC,2020-05-01 8:05:28,2020-05-01 8:05:28,2020-05-01,2,0,2,0,2,0,1,0
DOH000000000000289,693,DUBONGCOS MEDICAL CLINIC,2020-04-16 17:55:12,2020-04-16 17:55:12,2020-04-16,2,0,2,0,2,0,1,0
DOH000000000000289,7399,DUBONGCOS MEDICAL CLINIC,2020-04-23 9:10:41,2020-04-23 9:10:41,2020-04-23,2,0,2,0,2,0,1,0
DOH000000000000289,13807,DUBONGCOS MEDICAL CLINIC,2020-04-27 13:36:50,2020-04-27 12:39:15,2020-04-27,2,0,2,0,2,0,1,0
DOH000000000000289,5038,DUBONGCOS MEDICAL CLINIC,2020-04-21 10:04:00,2020-04-21 10:04:00,2020-04-21,2,0,2,0,2,0,1,0
DOH000000000000289,25485,DUBONGCOS MEDICAL CLINIC,2020-05-04 17:01:42,2020-05-04 13:43:34,2020-05-04,2,0,2,0,2,0,1,0
DOH000000000000291,18953,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-30 15:47:58,2020-04-30 15:47:58,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000291,11989,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-26 10:17:56,2020-04-26 10:17:56,2020-04-26,0,0,0,0,0,0,0,0
DOH000000000000291,13700,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-27 11:09:47,2020-04-27 11:09:47,2020-04-27,0,0,0,0,0,0,0,0
DOH000000000000291,24418,ESTELA MEDICAL CLINIC & PHARMACY,2020-05-04 8:03:06,2020-05-04 8:03:06,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000291,19803,ESTELA MEDICAL CLINIC & PHARMACY,2020-05-01 8:56:43,2020-05-01 8:56:43,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000291,6957,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-23 8:00:26,2020-04-23 8:00:26,2020-04-23,0,0,0,0,0,0,0,0
DOH000000000000291,26366,ESTELA MEDICAL CLINIC & PHARMACY,2020-05-05 8:26:37,2020-05-05 8:26:37,2020-05-05,0,0,0,0,0,0,0,0
DOH000000000000291,8195,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-24 6:47:12,2020-04-24 6:47:12,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000291,4107,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-20 12:07:24,2020-04-20 12:07:24,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000000291,5476,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-21 19:30:45,2020-04-21 19:30:45,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000000291,24044,ESTELA MEDICAL CLINIC & PHARMACY,2020-05-03 19:12:17,2020-05-03 19:12:17,2020-05-03,0,0,0,0,0,0,0,0
DOH000000000000291,10600,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-25 10:48:14,2020-04-25 10:48:14,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000291,15115,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-28 9:48:56,2020-04-28 9:48:56,2020-04-28,0,0,0,0,0,0,0,0
DOH000000000000291,22137,ESTELA MEDICAL CLINIC & PHARMACY,2020-05-02 13:55:49,2020-05-02 13:55:49,2020-05-02,0,0,0,0,0,0,0,0
DOH000000000000291,6509,ESTELA MEDICAL CLINIC & PHARMACY,2020-04-22 13:56:24,2020-04-22 13:56:24,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000292,4681,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-21 8:18:37,2020-04-21 8:18:37,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000000292,21574,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-05-02 9:36:20,2020-05-02 9:36:20,2020-05-02,0,0,0,0,0,0,0,0
DOH000000000000292,23991,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-05-03 17:23:40,2020-05-03 17:23:40,2020-05-03,0,0,0,0,0,0,0,0
DOH000000000000292,12306,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-26 13:37:31,2020-04-26 13:37:31,2020-04-26,0,0,0,0,0,0,0,0
DOH000000000000292,1754,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-18 7:59:24,2020-04-18 7:59:24,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000000292,25183,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-05-04 10:37:47,2020-05-04 10:37:47,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000292,18383,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-30 9:45:18,2020-04-30 9:45:18,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000292,15128,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-28 9:57:47,2020-04-28 9:57:47,2020-04-28,0,0,0,0,0,0,0,0
DOH000000000000292,17158,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-29 13:51:36,2020-04-29 13:51:36,2020-04-29,0,0,0,0,0,0,0,0
DOH000000000000292,3569,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-20 8:03:10,2020-04-20 8:03:10,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000000292,13701,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-27 11:09:54,2020-04-27 11:09:54,2020-04-27,0,0,0,0,0,0,0,0
DOH000000000000292,5896,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-22 8:28:20,2020-04-22 8:28:20,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000292,20142,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-05-01 10:23:45,2020-05-01 10:23:45,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000292,7068,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-23 8:13:12,2020-04-23 8:13:12,2020-04-23,0,0,0,0,0,0,0,0
DOH000000000000292,10110,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-25 8:19:38,2020-04-25 8:19:38,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000292,8677,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-24 8:33:52,2020-04-24 8:33:52,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000292,823,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-17 7:43:54,2020-04-17 7:43:54,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000000292,2669,JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL,2020-04-19 8:07:04,2020-04-19 8:07:04,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000000296,11564,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-26 8:19:32,2020-04-26 8:19:32,2020-04-26,0,0,0,0,0,0,0,0
DOH000000000000296,15121,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-28 9:53:04,2020-04-28 9:53:04,2020-04-28,0,0,0,0,0,0,0,0
DOH000000000000296,6292,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-22 10:31:17,2020-04-22 10:31:17,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000296,24476,RECEL MEDICAL CLINIC AND HOSPITAL,2020-05-04 8:12:11,2020-05-04 8:12:11,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000296,19225,RECEL MEDICAL CLINIC AND HOSPITAL,2020-05-01 7:09:52,2020-05-01 7:09:52,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000296,456,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-16 12:08:43,2020-04-16 12:08:43,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000000296,2907,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-19 9:19:03,2020-04-19 9:19:03,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000000296,10113,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-25 8:20:01,2020-04-25 8:20:01,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000296,7515,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-23 9:44:58,2020-04-23 9:44:58,2020-04-23,0,0,0,0,0,0,0,0
DOH000000000000296,789,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-17 7:26:31,2020-04-17 7:26:31,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000000296,2110,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-18 10:04:51,2020-04-18 10:04:51,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000000296,13815,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-27 12:51:21,2020-04-27 12:51:21,2020-04-27,0,0,0,0,0,0,0,0
DOH000000000000296,5092,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-21 10:38:01,2020-04-21 10:38:01,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000000296,16507,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-29 8:52:31,2020-04-29 8:52:31,2020-04-29,0,0,0,0,0,0,0,0
DOH000000000000296,23448,RECEL MEDICAL CLINIC AND HOSPITAL,2020-05-03 10:45:49,2020-05-03 10:45:49,2020-05-03,0,0,0,0,0,0,0,0
DOH000000000000296,21471,RECEL MEDICAL CLINIC AND HOSPITAL,2020-05-02 9:07:39,2020-05-02 9:07:39,2020-05-02,0,0,0,0,0,0,0,0
DOH000000000000296,17703,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-30 7:56:29,2020-04-30 7:56:29,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000296,3854,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-20 9:04:17,2020-04-20 9:04:17,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000000296,8909,RECEL MEDICAL CLINIC AND HOSPITAL,2020-04-24 9:15:54,2020-04-24 9:15:54,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000296,26213,RECEL MEDICAL CLINIC AND HOSPITAL,2020-05-05 8:10:01,2020-05-05 8:10:01,2020-05-05,0,0,0,0,0,0,0,0
DOH000000000000298,6821,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-23 7:20:50,2020-04-23 7:20:50,2020-04-23,0,0,0,0,0,0,0,0
DOH000000000000298,8211,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-24 6:59:04,2020-04-24 6:59:04,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000298,12764,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-27 7:37:42,2020-04-27 7:37:42,2020-04-27,0,0,0,0,0,0,0,0
DOH000000000000298,1694,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-18 7:42:54,2020-04-18 7:42:54,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000000298,22526,DR. MIGUEL V. ALEGRE HOSPITAL,2020-05-03 7:02:10,2020-05-03 7:02:10,2020-05-03,0,0,0,0,0,0,0,0
DOH000000000000298,68,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-16 7:27:08,2020-04-16 7:27:08,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000000298,19317,DR. MIGUEL V. ALEGRE HOSPITAL,2020-05-01 7:35:03,2020-05-01 7:35:03,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000298,14303,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-28 7:21:05,2020-04-28 7:21:05,2020-04-28,0,0,0,0,0,0,0,0
DOH000000000000298,5564,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-22 7:14:19,2020-04-22 7:14:19,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000298,3428,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-20 7:28:45,2020-04-20 7:28:45,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000000298,9751,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-25 7:02:57,2020-04-25 7:02:57,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000298,20871,DR. MIGUEL V. ALEGRE HOSPITAL,2020-05-02 7:09:09,2020-05-02 7:09:09,2020-05-02,0,0,0,0,0,0,0,0
DOH000000000000298,24253,DR. MIGUEL V. ALEGRE HOSPITAL,2020-05-04 7:26:00,2020-05-04 7:26:00,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000298,4421,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-21 7:06:10,2020-04-21 7:06:10,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000000298,17706,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-30 7:57:57,2020-04-30 7:57:57,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000298,15906,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-29 7:12:41,2020-04-29 7:12:41,2020-04-29,0,0,0,0,0,0,0,0
DOH000000000000298,11229,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-26 7:15:57,2020-04-26 7:15:57,2020-04-26,0,0,0,0,0,0,0,0
DOH000000000000298,2502,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-19 7:08:54,2020-04-19 7:08:54,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000000298,759,DR. MIGUEL V. ALEGRE HOSPITAL,2020-04-17 6:58:56,2020-04-17 6:58:56,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000000298,25915,DR. MIGUEL V. ALEGRE HOSPITAL,2020-05-05 7:04:39,2020-05-05 7:04:39,2020-05-05,0,0,0,0,0,0,0,0
DOH000000000000300,24625,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-05-04 8:28:42,2020-05-04 8:28:42,2020-05-04,0,0,0,0,0,0,0,0
DOH000000000000300,10819,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-04-25 13:52:13,2020-04-25 13:52:13,2020-04-25,0,0,0,0,0,0,0,0
DOH000000000000300,20491,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-05-01 14:07:57,2020-05-01 14:07:57,2020-05-01,0,0,0,0,0,0,0,0
DOH000000000000300,6140,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-04-22 9:23:23,2020-04-22 9:23:23,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000000300,8486,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-04-24 8:11:55,2020-04-24 8:11:55,2020-04-24,0,0,0,0,0,0,0,0
DOH000000000000300,18271,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-04-30 9:15:14,2020-04-30 9:15:14,2020-04-30,0,0,0,0,0,0,0,0
DOH000000000000300,21853,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-05-02 11:21:04,2020-05-02 11:21:04,2020-05-02,0,0,0,0,0,0,0,0
DOH000000000000300,26623,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-05-05 9:06:43,2020-05-05 9:06:43,2020-05-05,0,0,0,0,0,0,0,0
DOH000000000000300,14046,DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL,2020-04-27 15:57:21,2020-04-27 15:57:21,2020-04-27,0,0,0,0,0,0,0,0
