hfhudcode,id,cfname,updateddate,addeddate,reportdate,icu_v,icu_o,isolbed_v,isolbed_o,beds_ward_v,beds_ward_o,mechvent_v,mechvent_o
DOH000000000001806,2164,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-18 10:50:30,2020-04-18 10:50:30,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001806,6313,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-22 10:53:34,2020-04-22 10:53:34,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001806,580,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-16 14:45:13,2020-04-16 14:45:13,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000001806,1480,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-17 15:22:15,2020-04-17 15:22:15,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001806,5269,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-21 13:29:00,2020-04-21 13:29:00,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001810,5310,SAN MIGUEL HOSPITAL,2020-04-21 14:16:20,2020-04-21 14:16:20,2020-04-21,0,0,5,0,0,0,0,0
DOH000000000001810,6490,SAN MIGUEL HOSPITAL,2020-04-22 13:34:52,2020-04-22 13:34:52,2020-04-22,0,0,5,0,0,0,0,0
DOH000000000001819,1341,NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-17 11:36:14,2020-04-17 11:36:14,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001824,2332,LINGAYEN DISTRICT HOSPITAL,2020-04-18 15:25:36,2020-04-18 15:25:36,2020-04-18,2,4,3,0,0,0,0,0
DOH000000000001824,1312,LINGAYEN DISTRICT HOSPITAL,2020-04-17 15:05:44,2020-04-17 11:10:08,2020-04-17,6,0,3,0,0,0,0,0
DOH000000000001824,3195,LINGAYEN DISTRICT HOSPITAL,2020-04-19 14:42:27,2020-04-19 14:42:27,2020-04-19,3,3,3,0,0,0,0,0
DOH000000000001824,5314,LINGAYEN DISTRICT HOSPITAL,2020-04-21 14:18:15,2020-04-21 14:18:15,2020-04-21,2,4,3,0,0,0,0,0
DOH000000000001824,4229,LINGAYEN DISTRICT HOSPITAL,2020-04-20 14:57:54,2020-04-20 14:57:54,2020-04-20,3,3,3,0,0,0,0,0
DOH000000000001825,4227,MINA DE ORO GENERAL HOSPITAL,2020-04-20 14:53:16,2020-04-20 14:53:16,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001825,6436,MINA DE ORO GENERAL HOSPITAL,2020-04-22 12:33:17,2020-04-22 12:33:17,2020-04-22,0,0,3,0,0,0,0,0
DOH000000000001825,3297,MINA DE ORO GENERAL HOSPITAL,2020-04-19 20:19:48,2020-04-19 20:19:48,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001825,554,MINA DE ORO GENERAL HOSPITAL,2020-04-16 14:15:05,2020-04-16 14:15:05,2020-04-16,0,0,3,0,0,0,0,0
DOH000000000001825,5275,MINA DE ORO GENERAL HOSPITAL,2020-04-21 13:36:59,2020-04-21 13:36:59,2020-04-21,0,0,3,0,0,0,0,0
DOH000000000001825,2411,MINA DE ORO GENERAL HOSPITAL,2020-04-18 18:06:22,2020-04-18 18:06:22,2020-04-18,0,0,3,0,0,0,0,0
DOH000000000001843,3171,STA. MARIA MEDICAL CLINIC & HOSPITAL,2020-04-19 13:49:39,2020-04-19 13:49:39,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001843,6400,STA. MARIA MEDICAL CLINIC & HOSPITAL,2020-04-22 11:57:35,2020-04-22 11:57:35,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001843,5021,STA. MARIA MEDICAL CLINIC & HOSPITAL,2020-04-21 9:57:53,2020-04-21 9:57:53,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001866,3270,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-19 17:53:55,2020-04-19 17:53:55,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001866,6498,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-22 13:44:29,2020-04-22 13:44:29,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001866,2439,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-18 22:25:55,2020-04-18 22:25:55,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001866,694,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-16 17:57:14,2020-04-16 17:57:14,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000001866,5279,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-21 13:46:27,2020-04-21 13:46:27,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001866,1458,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-17 14:47:54,2020-04-17 14:47:54,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001866,4262,"BONTUYAN MEDICAL HOSPITAL, INC.",2020-04-20 15:29:23,2020-04-20 15:29:23,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001880,1293,PALANAN STATION HOSPITAL,2020-04-17 10:47:08,2020-04-17 10:47:08,2020-04-17,0,0,0,0,1,0,0,0
DOH000000000001880,3689,PALANAN STATION HOSPITAL,2020-04-20 8:22:08,2020-04-20 8:22:08,2020-04-20,0,0,0,0,1,0,0,0
DOH000000000001880,6164,PALANAN STATION HOSPITAL,2020-04-22 9:32:55,2020-04-22 9:32:55,2020-04-22,0,0,0,0,1,0,0,0
DOH000000000001880,2306,PALANAN STATION HOSPITAL,2020-04-18 14:35:18,2020-04-18 14:35:18,2020-04-18,0,0,0,0,1,0,0,0
DOH000000000001880,4587,PALANAN STATION HOSPITAL,2020-04-21 8:04:49,2020-04-21 8:04:49,2020-04-21,0,0,0,0,1,0,0,0
DOH000000000001880,2716,PALANAN STATION HOSPITAL,2020-04-19 8:15:32,2020-04-19 8:15:32,2020-04-19,0,0,0,0,1,0,0,0
DOH000000000001891,5004,BAYAWAN DISTRICT HOSPITAL,2020-04-21 9:52:57,2020-04-21 9:52:57,2020-04-21,0,0,8,2,0,0,0,0
DOH000000000001891,1183,BAYAWAN DISTRICT HOSPITAL,2020-04-17 9:31:05,2020-04-17 9:31:05,2020-04-17,0,0,3,2,0,0,0,0
DOH000000000001891,2639,BAYAWAN DISTRICT HOSPITAL,2020-04-19 8:01:25,2020-04-19 8:01:25,2020-04-19,0,0,3,2,0,0,0,0
DOH000000000001891,1901,BAYAWAN DISTRICT HOSPITAL,2020-04-18 17:29:50,2020-04-18 8:24:24,2020-04-18,0,0,3,2,0,0,0,0
DOH000000000001891,616,BAYAWAN DISTRICT HOSPITAL,2020-04-16 15:33:09,2020-04-16 15:33:09,2020-04-16,0,0,3,2,0,0,0,0
DOH000000000001891,3920,BAYAWAN DISTRICT HOSPITAL,2020-04-20 9:38:14,2020-04-20 9:38:14,2020-04-20,0,0,4,2,0,0,0,0
DOH000000000001891,6043,BAYAWAN DISTRICT HOSPITAL,2020-04-22 8:56:51,2020-04-22 8:56:51,2020-04-22,0,0,8,2,0,0,0,0
DOH000000000001892,3146,"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",2020-04-19 13:17:21,2020-04-19 13:17:21,2020-04-19,0,1,0,3,0,0,0,1
DOH000000000001892,4819,"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",2020-04-21 8:45:13,2020-04-21 8:45:13,2020-04-21,0,1,0,3,0,0,0,1
DOH000000000001892,4126,"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",2020-04-20 12:29:24,2020-04-20 12:29:24,2020-04-20,0,1,0,3,0,0,0,1
DOH000000000001892,5719,"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",2020-04-22 8:00:43,2020-04-22 8:00:43,2020-04-22,0,1,0,3,0,0,0,1
DOH000000000001898,5991,AGLIPAY DISTRICT HOSPITAL,2020-04-22 8:45:56,2020-04-22 8:45:56,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001898,315,AGLIPAY DISTRICT HOSPITAL,2020-04-16 9:45:41,2020-04-16 9:45:41,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000001898,1912,AGLIPAY DISTRICT HOSPITAL,2020-04-18 8:26:53,2020-04-18 8:26:53,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001898,1486,AGLIPAY DISTRICT HOSPITAL,2020-04-17 15:36:35,2020-04-17 15:36:35,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001898,2698,AGLIPAY DISTRICT HOSPITAL,2020-04-19 8:12:27,2020-04-19 8:12:27,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001898,4881,AGLIPAY DISTRICT HOSPITAL,2020-04-21 9:00:21,2020-04-21 9:00:21,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001898,3776,AGLIPAY DISTRICT HOSPITAL,2020-04-20 8:44:00,2020-04-20 8:44:00,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001930,3889,LLORENTE MUNICIPAL HOSPITAL,2020-04-20 9:19:20,2020-04-20 9:19:20,2020-04-20,0,0,1,0,0,0,0,0
DOH000000000001930,4743,LLORENTE MUNICIPAL HOSPITAL,2020-04-21 8:29:28,2020-04-21 8:29:28,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000001930,6156,LLORENTE MUNICIPAL HOSPITAL,2020-04-22 9:29:55,2020-04-22 9:29:55,2020-04-22,0,0,1,0,0,0,0,0
DOH000000000001930,2826,LLORENTE MUNICIPAL HOSPITAL,2020-04-19 8:43:40,2020-04-19 8:43:40,2020-04-19,0,0,1,0,0,0,0,0
DOH000000000001930,944,LLORENTE MUNICIPAL HOSPITAL,2020-04-17 8:13:01,2020-04-17 8:13:01,2020-04-17,0,0,1,0,0,0,0,0
DOH000000000001930,478,LLORENTE MUNICIPAL HOSPITAL,2020-04-16 12:38:27,2020-04-16 12:38:27,2020-04-16,0,0,1,0,0,0,0,0
DOH000000000001930,1875,LLORENTE MUNICIPAL HOSPITAL,2020-04-18 8:18:43,2020-04-18 8:18:43,2020-04-18,0,0,1,0,0,0,0,0
DOH000000000001933,2335,MIRANDA FAMILY HOSPITAL,2020-04-18 15:30:59,2020-04-18 15:30:59,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001933,6302,MIRANDA FAMILY HOSPITAL,2020-04-22 10:40:07,2020-04-22 10:40:07,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001945,613,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-16 15:28:23,2020-04-16 15:28:23,2020-04-16,0,0,0,1,0,0,0,0
DOH000000000001945,2987,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-19 10:11:31,2020-04-19 10:11:31,2020-04-19,0,0,0,1,0,0,0,0
DOH000000000001945,2051,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-18 9:21:35,2020-04-18 9:21:35,2020-04-18,0,0,0,1,0,1,0,0
DOH000000000001945,5058,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-21 10:13:29,2020-04-21 10:13:29,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000001945,6459,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-22 12:59:11,2020-04-22 12:59:11,2020-04-22,0,0,0,1,0,0,0,0
DOH000000000001945,4060,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-20 11:26:40,2020-04-20 11:26:40,2020-04-20,0,0,1,0,0,0,0,0
DOH000000000001945,1309,"GUIGUINTO POLYMEDIC HOSPITAL, INC. (formerly BULACAN POLYMED",2020-04-17 11:01:49,2020-04-17 11:01:49,2020-04-17,0,0,0,1,0,1,0,0
DOH000000000001948,5108,BOGO-MEDELLIN MEDICAL CENTER,2020-04-21 10:47:51,2020-04-21 10:47:51,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001948,5775,BOGO-MEDELLIN MEDICAL CENTER,2020-04-22 8:08:51,2020-04-22 8:08:51,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001955,5390,MAGTABOG GENERAL HOSPITAL,2020-04-21 15:59:29,2020-04-21 15:59:29,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001955,4293,MAGTABOG GENERAL HOSPITAL,2020-04-20 16:11:33,2020-04-20 16:11:33,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001955,1947,MAGTABOG GENERAL HOSPITAL,2020-04-18 8:37:59,2020-04-18 8:37:59,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001955,3242,MAGTABOG GENERAL HOSPITAL,2020-04-19 16:42:49,2020-04-19 16:42:49,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001955,623,MAGTABOG GENERAL HOSPITAL,2020-04-16 15:43:09,2020-04-16 15:43:09,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000001955,1495,MAGTABOG GENERAL HOSPITAL,2020-04-17 15:48:56,2020-04-17 15:48:56,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001977,6511,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-22 13:59:32,2020-04-22 13:59:32,2020-04-22,0,0,6,5,10,2,0,0
DOH000000000001977,4932,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-21 9:17:40,2020-04-21 9:15:05,2020-04-21,0,0,6,5,10,2,0,0
DOH000000000001977,2360,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-18 16:13:17,2020-04-18 16:13:17,2020-04-18,0,0,5,6,6,6,0,0
DOH000000000001977,3155,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-19 13:31:10,2020-04-19 13:31:10,2020-04-19,0,0,5,6,7,5,0,0
DOH000000000001977,4135,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-20 12:47:56,2020-04-20 12:47:56,2020-04-20,0,0,7,4,8,4,0,0
DOH000000000001977,651,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-16 16:21:37,2020-04-16 16:21:37,2020-04-16,0,0,3,8,6,6,0,0
DOH000000000001979,1024,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-17 8:30:02,2020-04-17 8:30:02,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001979,2850,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-19 8:52:00,2020-04-19 8:52:00,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001979,121,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-16 8:02:28,2020-04-16 8:02:28,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000001979,2014,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-18 9:04:04,2020-04-18 9:04:04,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001979,3629,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-20 8:12:02,2020-04-20 8:12:02,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001979,5789,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-22 8:11:20,2020-04-22 8:11:20,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000001979,5181,NUESTRA SENORA DE PIAT DISTRICT HOSPITAL,2020-04-21 11:40:52,2020-04-21 11:40:52,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001980,4451,ALICIA DISTRICT HOSPITAL,2020-04-21 7:20:33,2020-04-21 7:20:33,2020-04-21,0,0,6,0,0,0,0,0
DOH000000000001980,1650,ALICIA DISTRICT HOSPITAL,2020-04-18 7:18:12,2020-04-18 7:18:12,2020-04-18,0,0,6,0,0,0,0,0
DOH000000000001980,3402,ALICIA DISTRICT HOSPITAL,2020-04-20 7:21:12,2020-04-20 7:21:12,2020-04-20,0,0,6,0,0,0,0,0
DOH000000000001980,1068,ALICIA DISTRICT HOSPITAL,2020-04-17 8:39:33,2020-04-17 8:39:33,2020-04-17,0,0,6,0,0,0,0,0
DOH000000000001980,2518,ALICIA DISTRICT HOSPITAL,2020-04-19 7:17:22,2020-04-19 7:17:22,2020-04-19,0,0,6,0,0,0,0,0
DOH000000000001980,5552,ALICIA DISTRICT HOSPITAL,2020-04-22 7:02:06,2020-04-22 7:02:06,2020-04-22,0,0,6,0,0,0,0,0
DOH000000000001980,20,ALICIA DISTRICT HOSPITAL,2020-04-16 6:20:46,2020-04-16 6:20:46,2020-04-16,0,0,5,1,0,0,0,0
DOH000000000001994,4830,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-21 8:47:53,2020-04-21 8:47:53,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000001994,1509,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-17 16:11:57,2020-04-17 16:11:57,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000001994,2337,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-18 15:34:50,2020-04-18 15:34:50,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000001994,2937,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-19 9:36:36,2020-04-19 9:36:36,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000001994,3899,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-20 9:25:50,2020-04-20 9:25:50,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000001994,5727,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-22 8:01:58,2020-04-22 8:01:58,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000002014,2504,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-19 7:09:18,2020-04-19 7:09:18,2020-04-19,0,0,2,0,0,0,0,0
DOH000000000002014,3395,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-20 7:19:36,2020-04-20 7:19:36,2020-04-20,0,0,2,0,0,0,0,0
DOH000000000002014,5771,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-22 8:08:10,2020-04-22 8:08:10,2020-04-22,0,0,2,0,0,0,0,0
DOH000000000002014,1666,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-18 7:25:01,2020-04-18 7:25:01,2020-04-18,0,0,2,0,0,0,0,0
DOH000000000002014,497,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-16 13:03:52,2020-04-16 13:03:52,2020-04-16,0,0,2,0,0,0,0,0
DOH000000000002014,1379,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-17 12:40:09,2020-04-17 12:40:09,2020-04-17,0,0,2,0,0,0,0,0
DOH000000000002014,5002,TINAMBAC MEDICARE COMMUNITY HOSPITAL,2020-04-21 9:52:21,2020-04-21 9:52:21,2020-04-21,0,0,2,0,0,0,0,0
DOH000000000002025,5620,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-22 7:30:06,2020-04-22 7:30:06,2020-04-22,0,0,1,0,0,0,0,0
DOH000000000002025,55,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-16 7:19:13,2020-04-16 7:19:13,2020-04-16,0,0,1,0,0,0,0,0
DOH000000000002025,1683,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-18 7:35:32,2020-04-18 7:35:32,2020-04-18,0,0,1,0,0,0,0,0
DOH000000000002025,2444,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-19 3:36:01,2020-04-19 3:36:01,2020-04-19,0,0,1,0,0,0,0,0
DOH000000000002025,3379,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-20 7:09:21,2020-04-20 7:09:21,2020-04-20,0,0,1,0,0,0,0,0
DOH000000000002025,4476,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-21 7:37:05,2020-04-21 7:37:05,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000002035,6312,HOLY CHILD HOSPITAL,2020-04-22 10:53:25,2020-04-22 10:53:25,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000002051,5809,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-22 8:13:39,2020-04-22 8:13:39,2020-04-22,0,0,0,0,0,0,0,0
DOH000000000002051,3861,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-20 9:06:12,2020-04-20 9:06:12,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000002051,415,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-16 11:30:25,2020-04-16 11:30:25,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000002051,2354,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-18 16:07:05,2020-04-18 16:07:05,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000002051,3162,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-19 13:38:36,2020-04-19 13:38:36,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000002051,4623,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-21 8:09:20,2020-04-21 8:09:20,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000002060,281,TINAMBAC MUNICIPAL HOSPITAL,2020-04-16 9:16:57,2020-04-16 9:16:57,2020-04-16,0,0,2,0,0,0,0,0
DOH000000000002060,3793,TINAMBAC MUNICIPAL HOSPITAL,2020-04-20 8:47:01,2020-04-20 8:47:01,2020-04-20,0,0,2,0,0,0,0,0
DOH000000000002060,1064,TINAMBAC MUNICIPAL HOSPITAL,2020-04-17 8:38:32,2020-04-17 8:38:32,2020-04-17,0,0,2,0,0,0,0,0
DOH000000000002060,2931,TINAMBAC MUNICIPAL HOSPITAL,2020-04-19 9:34:04,2020-04-19 9:34:04,2020-04-19,0,0,2,0,0,0,0,0
DOH000000000002060,5601,TINAMBAC MUNICIPAL HOSPITAL,2020-04-22 7:25:20,2020-04-22 7:25:20,2020-04-22,0,0,2,0,0,0,0,0
DOH000000000002060,1897,TINAMBAC MUNICIPAL HOSPITAL,2020-04-18 8:23:22,2020-04-18 8:23:22,2020-04-18,0,0,2,0,0,0,0,0
DOH000000000002060,4484,TINAMBAC MUNICIPAL HOSPITAL,2020-04-21 7:40:12,2020-04-21 7:40:12,2020-04-21,0,0,2,0,0,0,0,0
DOH000000000002102,688,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-16 17:41:38,2020-04-16 17:41:38,2020-04-16,0,0,1,0,0,0,0,0
DOH000000000002102,2331,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-18 15:24:10,2020-04-18 15:24:10,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000002102,4581,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-21 8:04:06,2020-04-21 8:04:06,2020-04-21,0,0,1,0,0,0,0,0
DOH000000000002102,3796,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-20 8:47:39,2020-04-20 8:47:39,2020-04-20,0,0,1,0,0,0,0,0
DOH000000000002102,1259,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-17 10:21:21,2020-04-17 10:21:21,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000002102,2665,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-19 8:06:10,2020-04-19 8:06:10,2020-04-19,0,0,1,0,0,0,0,0
DOH000000000002102,5939,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-22 8:35:17,2020-04-22 8:35:17,2020-04-22,0,0,1,0,1,0,0,0
DOH000000000002113,739,PINES CITY DOCTORS? HOSPITAL,2020-04-17 6:18:11,2020-04-17 6:18:11,2020-04-17,0,0,0,2,0,0,0,0
DOH000000000002113,701,PINES CITY DOCTORS? HOSPITAL,2020-04-16 18:14:52,2020-04-16 18:14:52,2020-04-16,0,0,0,1,0,0,0,0
DOH000000000002113,5540,PINES CITY DOCTORS? HOSPITAL,2020-04-22 6:51:32,2020-04-22 6:51:32,2020-04-22,0,0,0,1,0,0,0,0
DOH000000000002113,2467,PINES CITY DOCTORS? HOSPITAL,2020-04-19 6:29:58,2020-04-19 6:29:58,2020-04-19,0,0,0,1,0,0,0,0
DOH000000000002113,1693,PINES CITY DOCTORS? HOSPITAL,2020-04-18 7:40:32,2020-04-18 7:40:32,2020-04-18,0,0,0,1,0,0,0,0
DOH000000000002113,3337,PINES CITY DOCTORS? HOSPITAL,2020-04-20 6:24:55,2020-04-20 6:24:55,2020-04-20,0,0,0,1,0,0,0,0
DOH000000000002113,4363,PINES CITY DOCTORS? HOSPITAL,2020-04-21 5:47:09,2020-04-21 5:47:09,2020-04-21,0,0,0,1,0,0,0,0
DOH000000000002129,4358,CLAVERIA DISTRICT HOSPITAL,2020-04-21 5:15:55,2020-04-21 5:15:55,2020-04-21,0,0,3,0,0,0,0,0
DOH000000000002129,2447,CLAVERIA DISTRICT HOSPITAL,2020-04-19 5:21:09,2020-04-19 5:21:09,2020-04-19,0,0,3,0,0,0,0,0
DOH000000000002129,1584,CLAVERIA DISTRICT HOSPITAL,2020-04-18 3:31:51,2020-04-18 3:31:51,2020-04-18,0,0,3,0,0,0,0,0
DOH000000000002129,5495,CLAVERIA DISTRICT HOSPITAL,2020-04-22 4:27:47,2020-04-22 4:27:47,2020-04-22,0,0,3,0,0,0,0,0
DOH000000000002129,723,CLAVERIA DISTRICT HOSPITAL,2020-04-17 4:35:51,2020-04-17 4:35:51,2020-04-17,0,0,3,0,0,0,0,0
DOH000000000002129,3315,CLAVERIA DISTRICT HOSPITAL,2020-04-20 5:47:13,2020-04-20 5:47:13,2020-04-20,0,0,3,0,0,0,0,0
DOH000000000002129,11,CLAVERIA DISTRICT HOSPITAL,2020-04-16 4:36:08,2020-04-16 4:36:08,2020-04-16,0,0,3,0,0,0,0,0
DOH000000000002130,6096,SAROMA HOSPITAL,2020-04-22 9:10:32,2020-04-22 9:10:32,2020-04-22,0,0,1,0,0,0,0,0
DOH000000000002130,5485,SAROMA HOSPITAL,2020-04-21 20:43:28,2020-04-21 20:43:28,2020-04-21,0,0,1,0,1,0,0,0
DOH000000000002131,2358,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-18 16:11:11,2020-04-18 16:11:11,2020-04-18,0,0,0,0,0,0,0,0
DOH000000000002131,5407,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-21 16:11:29,2020-04-21 16:11:29,2020-04-21,0,0,0,0,0,0,0,0
DOH000000000002131,3225,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-19 16:03:53,2020-04-19 16:03:53,2020-04-19,0,0,0,0,0,0,0,0
DOH000000000002131,4298,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-20 16:20:04,2020-04-20 16:20:04,2020-04-20,0,0,0,0,0,0,0,0
DOH000000000002131,349,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-16 10:14:01,2020-04-16 10:14:01,2020-04-16,0,0,0,0,0,0,0,0
DOH000000000002131,1506,DVO. ORIENTAL PROV'L. HOSP-MANAY,2020-04-17 16:09:16,2020-04-17 16:09:16,2020-04-17,0,0,0,0,0,0,0,0
DOH000000000002132,1173,MANGATAREM DISTRICT HOSPITAL,2020-04-17 9:25:24,2020-04-17 9:25:24,2020-04-17,0,0,4,0,0,0,0,0
DOH000000000002132,4124,MANGATAREM DISTRICT HOSPITAL,2020-04-20 12:27:53,2020-04-20 12:27:53,2020-04-20,0,0,4,0,0,0,0,0
DOH000000000002132,4539,MANGATAREM DISTRICT HOSPITAL,2020-04-21 7:56:34,2020-04-21 7:56:34,2020-04-21,0,0,4,0,0,0,0,0
