hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000002312,1913,BABOL GENERAL HOSPITAL,2020-04-25 8:51:29,2020-04-25 8:51:29,2020-04-25,10,300,5,0,6,0,10,300,20
DOH000000000002326,1244,LOPEZ FAMILY CLINIC AND HOSPITAL,2020-04-24 11:47:41,2020-04-24 11:47:41,2020-04-24,5,50,90,0,5,10,14,250,10
DOH000000000002326,359,LOPEZ FAMILY CLINIC AND HOSPITAL,2020-04-17 15:07:23,2020-04-17 15:07:23,2020-04-17,5,50,100,0,5,10,14,300,10
DOH000000000002327,1196,MATUTES MEDICAL CLINIC & HOSPITAL,2020-04-24 11:18:27,2020-04-24 11:18:27,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002355,1703,"BORBON GENERAL HOSPITAL, INC.",2020-04-24 16:14:15,2020-04-24 16:14:15,2020-04-24,0,200,0,0,20,0,50,0,0
DOH000000000002390,1407,ASILO HOSPITAL,2020-04-24 13:40:10,2020-04-24 13:40:10,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002421,899,BISLIG DISTRICT HOSPITAL,2020-04-24 8:56:07,2020-04-24 8:56:07,2020-04-24,15,75,30,0,30,20,20,50,5
DOH000000000002463,1139,ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-24 10:44:03,2020-04-24 10:44:03,2020-04-24,27,10300,100,0,8,0,35,1400,64
DOH000000000002471,1176,ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-24 11:01:15,2020-04-24 11:01:15,2020-04-24,8,200,3,0,6,3,6,100,0
DOH000000000002560,1248,AUGUIS CLINIC & HOSPITAL,2020-04-24 11:50:00,2020-04-24 11:50:00,2020-04-24,4,20,0,0,0,0,10,300,0
DOH000000000002691,775,ORMOC DISTRICT HOSPITAL,2020-04-24 8:02:39,2020-04-24 8:02:39,2020-04-24,40,250,0,0,45,50,30,0,0
DOH000000000002691,32,ORMOC DISTRICT HOSPITAL,2020-04-17 8:17:47,2020-04-17 8:17:47,2020-04-17,50,0,0,0,0,0,25,0,0
DOH000000000002749,1565,ORIENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-24 15:08:11,2020-04-24 15:08:11,2020-04-24,200,500,400,0,200,0,400,300,50
DOH000000000002750,1601,WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-24 15:26:33,2020-04-24 15:26:33,2020-04-24,3,100,20,0,10,15,30,50,0
DOH000000000002750,283,WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-17 13:50:20,2020-04-17 13:50:20,2020-04-17,3,100,20,0,5,10,12,100,0
DOH000000000002761,156,SAINT LAWRENCE HOSPITAL,2020-04-17 11:21:00,2020-04-17 11:21:00,2020-04-17,3,50,0,0,0,0,5,0,0
DOH000000000002761,1454,SAINT LAWRENCE HOSPITAL,2020-04-24 14:24:02,2020-04-24 14:16:09,2020-04-24,3,25,0,0,0,0,5,0,0
DOH000000000002762,799,CRUZADO MEDICAL HOSPITAL,2020-04-24 8:16:07,2020-04-24 8:16:07,2020-04-24,5,1,6,0,0,4,10,0,0
DOH000000000002811,947,ORDONEZ MEDICAL HOSPITAL,2020-04-24 9:12:40,2020-04-24 9:12:40,2020-04-24,14,400,0,0,0,0,14,500,14
DOH000000000002819,36,POZORRUBIO COMMUNITY HOSPITAL,2020-04-17 8:25:00,2020-04-17 8:25:00,2020-04-17,25,250,0,0,10,0,113,1056,0
DOH000000000002820,644,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-18 12:20:53,2020-04-18 12:20:53,2020-04-18,100,500,300,0,30,300,30,800,50
DOH000000000002825,626,TARANGNAN COMMUNITY HOSPITAL,2020-04-18 9:20:51,2020-04-18 9:20:51,2020-04-18,20,50,20,0,10,2,15,50,20
DOH000000000002828,798,LT. TIDANG MEMORIAL HOSPITAL,2020-04-24 8:15:55,2020-04-24 8:15:55,2020-04-24,0,800,100,0,0,0,50,450,0
DOH000000000002828,357,LT. TIDANG MEMORIAL HOSPITAL,2020-04-17 15:05:34,2020-04-17 15:05:34,2020-04-17,0,0,150,0,0,0,0,0,0
DOH000000000002843,1614,JABONGA MUNICIPAL HOSPITAL,2020-04-24 15:33:57,2020-04-24 15:33:57,2020-04-24,12,1400,32,0,3,10,15,500,5
DOH000000000002851,1090,SOCORRO DISTRICT HOSPITAL,2020-04-24 10:19:39,2020-04-24 10:19:39,2020-04-24,0,200,20,0,0,0,10,250,20
DOH000000000002853,690,TUDELA MUNICIPAL HOSPITAL,2020-04-19 11:09:09,2020-04-19 11:09:09,2020-04-19,10,0,50,0,0,0,20,50,0
DOH000000000002906,1810,TOJONG INC. MATERNITY AND GENERAL HOSPITAL,2020-04-24 17:30:59,2020-04-24 17:30:59,2020-04-24,4,50,200,0,0,0,20,120,0
DOH000000000002910,219,ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-17 12:35:53,2020-04-17 12:35:53,2020-04-17,21,400,5,0,0,0,0,500,27
DOH000000000002923,1422,ALLEN DISTRICT HOSPITAL,2020-04-24 13:51:39,2020-04-24 13:51:39,2020-04-24,0,0,0,0,0,0,10,0,0
DOH000000000002930,1934,"CEBU SOUTH GENERAL HOSPITAL, INC.",2020-04-25 11:22:28,2020-04-25 11:22:28,2020-04-25,384,690,5800,0,5,164,60,750,193
DOH000000000002931,1696,AMANCIO-FERNANDEZ LYING IN AND CLINIC,2020-04-24 16:06:43,2020-04-24 16:06:43,2020-04-24,0,5,0,0,13,0,3,5,0
DOH000000000002949,824,STA. CLARA DE MONTEFALCO MEDICAL CENTER,2020-04-24 8:25:34,2020-04-24 8:25:34,2020-04-24,20,600,50,0,0,0,8,50,0
DOH000000000002963,1425,WAO DISTRICT HOSPITAL,2020-04-24 13:55:15,2020-04-24 13:55:15,2020-04-24,0,1000,0,0,30,0,0,100,0
DOH000000000002983,479,CASIGURAN DISTRICT HOSPITAL,2020-04-17 16:21:53,2020-04-17 16:21:53,2020-04-17,4,0,0,0,0,0,26,4,0
DOH000000000002996,1550,ECHAGUE DISTRICT HOSPITAL,2020-04-24 15:00:15,2020-04-24 15:00:15,2020-04-24,59,800,1000,0,75,0,50,1000,30
DOH000000000003065,58,NARRA MUNICIPAL HOSPITAL,2020-04-17 8:54:34,2020-04-17 8:54:34,2020-04-17,19,12540,25,0,30,0,75,6300,150
DOH000000000003065,1754,NARRA MUNICIPAL HOSPITAL,2020-04-24 16:42:03,2020-04-24 16:42:03,2020-04-24,17,8295,0,0,30,0,48,5700,163
DOH000000000003077,1338,VALLADOLID DISTRICT HOSPITAL,2020-04-24 12:57:24,2020-04-24 12:57:24,2020-04-24,610,20000,700,0,50,50,50,1800,120
DOH000000000003096,788,DIZON HOSPITAL AND MEDICAL CENTER,2020-04-24 8:13:37,2020-04-24 8:13:37,2020-04-24,8,15,0,0,9,0,16,0,0
DOH000000000003100,1344,MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-24 13:04:37,2020-04-24 13:04:37,2020-04-24,8,100,8,0,13,0,150,650,19
DOH000000000003100,438,MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-17 15:53:22,2020-04-17 15:53:22,2020-04-17,9,100,9,0,9,0,76,600,25
DOH000000000003116,1632,NORTHERN SAMAR PROVINCIAL HOSPITAL,2020-04-24 15:40:10,2020-04-24 15:40:10,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003182,871,FORT MAGSAYSAY ARMY STATION HOSPITAL,2020-04-24 8:45:43,2020-04-24 8:45:43,2020-04-24,20,500,0,0,0,0,8,0,0
DOH000000000003277,1572,LABRADOR MUNICIPAL HOSPITAL,2020-04-24 15:13:01,2020-04-24 15:13:01,2020-04-24,5,600,4,0,5,4,38,400,0
DOH000000000003277,240,LABRADOR MUNICIPAL HOSPITAL,2020-04-17 13:07:02,2020-04-17 13:07:02,2020-04-17,0,600,0,0,0,0,3,300,0
DOH000000000003284,727,LIANKO'S MEDICAL CLINIC,2020-04-24 6:57:40,2020-04-24 6:57:40,2020-04-24,0,35,0,0,0,0,0,50,0
DOH000000000003284,16,LIANKO'S MEDICAL CLINIC,2020-04-17 7:40:21,2020-04-17 7:40:21,2020-04-17,2,40,0,0,0,0,0,40,0
DOH000000000003299,73,GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-17 9:33:23,2020-04-17 9:33:23,2020-04-17,0,100,20,0,0,0,20,15,10
DOH000000000003299,747,GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-24 7:42:12,2020-04-24 7:42:12,2020-04-24,3,100,6,0,2,2,20,25,10
DOH000000000003301,401,ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-17 15:36:38,2020-04-17 15:36:38,2020-04-17,20,150,100,0,10,100,15,20,0
DOH000000000003301,742,ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-24 7:38:41,2020-04-24 7:38:41,2020-04-24,15,100,45,0,13,50,13,30,0
DOH000000000003319,1113,DETECIO COMMUNITY HOSPITAL,2020-04-24 10:32:22,2020-04-24 10:32:22,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003407,1953,CEBU PROVINCIAL HOSPITAL (BOGO CITY),2020-04-25 13:33:35,2020-04-25 13:33:35,2020-04-25,0,0,0,0,0,0,0,0,0
DOH000000000003421,315,CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-04-17 14:38:27,2020-04-17 14:38:27,2020-04-17,0,2700,0,0,12,6,18,850,0
DOH000000000003421,1037,CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-04-24 9:55:42,2020-04-24 9:55:42,2020-04-24,0,2600,0,0,15,5,18,750,0
DOH000000000003449,111,GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-17 10:25:28,2020-04-17 10:25:28,2020-04-17,4,30,5,0,0,0,3,50,0
DOH000000000003547,1576,PRIETO DIAZ MUNICIPAL HOSPITAL,2020-04-24 15:13:42,2020-04-24 15:13:42,2020-04-24,8,300,200,0,5,0,110,350,0
DOH000000000003551,1901,GENERAL TINIO MEDICARE AND COMMUNITY HOSPITAL,2020-04-25 7:43:35,2020-04-25 7:43:35,2020-04-25,7,50,2,0,17,0,35,0,0
DOH000000000003557,735,LILOAN COMMUNITY HOSPITAL,2020-04-24 7:19:57,2020-04-24 7:19:57,2020-04-24,15,100,0,0,3,20,0,20,0
DOH000000000003560,770,MANANGO HOSPITAL,2020-04-24 7:59:44,2020-04-24 7:59:44,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003562,581,TRIFON SAILE MEMORIAL HOSPITAL,2020-04-17 20:00:31,2020-04-17 20:00:31,2020-04-17,24,0,18,0,0,16,44,11,1
DOH000000000003562,733,TRIFON SAILE MEMORIAL HOSPITAL,2020-04-24 7:13:21,2020-04-24 7:13:21,2020-04-24,23,0,17,0,0,15,44,11,1
DOH000000000003620,83,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-17 9:42:57,2020-04-17 9:42:57,2020-04-17,320,66500,4600,0,27,0,84,9300,1600
DOH000000000003620,1200,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-24 11:23:32,2020-04-24 11:23:32,2020-04-24,287,60000,4300,0,81,3000,20,9200,6
DOH000000000003622,1850,E.S. GARCIA HOSPITAL,2020-04-24 18:48:04,2020-04-24 18:48:04,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003669,6,"DE CASTRO HOSPITAL FOUNDATION, INC.",2020-04-17 6:39:06,2020-04-17 6:39:06,2020-04-17,0,250,0,0,0,0,10,30,22
DOH000000000003669,713,"DE CASTRO HOSPITAL FOUNDATION, INC.",2020-04-24 5:54:13,2020-04-24 5:54:13,2020-04-24,0,105,0,0,0,0,10,100,25
DOH000000000003704,715,ST. MICHAEL GENERAL HOSPITAL,2020-04-24 6:28:23,2020-04-24 6:28:23,2020-04-24,0,20,0,0,0,0,10,20,0
DOH000000000003743,1547,GILBERTO O. TEODORO MEMORIAL HOSPITAL,2020-04-24 14:58:56,2020-04-24 14:58:56,2020-04-24,0,700,1800,0,175,75,205,0,0
DOH000000000003750,968,BORONGAN DOCTORS HOSPITAL,2020-04-24 9:21:56,2020-04-24 9:21:56,2020-04-24,0,300,20,0,0,100,0,400,0
DOH000000000003751,1471,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-24 14:24:01,2020-04-24 14:24:01,2020-04-24,10,300,100,0,30,0,50,500,0
DOH000000000003751,280,MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-17 13:48:27,2020-04-17 13:48:27,2020-04-17,0,250,50,0,30,0,30,500,0
DOH000000000003762,1970,BUKIDNON PROVINCIAL HOSPITAL-MARAMAG,2020-04-25 15:49:21,2020-04-25 15:49:21,2020-04-25,0,200,100,0,0,100,100,200,0
DOH000000000003764,910,BONGCAS HOLY CHILD HOSPITAL,2020-04-24 9:01:40,2020-04-24 9:01:40,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003783,1296,CAPALONGA MEDICARE AND COMMUNITY HOSPITAL,2020-04-24 12:28:45,2020-04-24 12:28:45,2020-04-24,0,500,50,0,50,30,30,100,20
DOH000000000003799,1529,"BLESSED TRINITY MATERNITY AND MEDICAL HOSPITAL, INC.",2020-04-24 14:50:21,2020-04-24 14:50:21,2020-04-24,10,300,250,0,11,0,109,85,11
DOH000000000003800,1624,CARIGARA DISTRICT HOSPITAL,2020-04-24 15:37:57,2020-04-24 15:37:57,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003833,1267,TALON GENERAL HOSPITAL,2020-04-24 11:59:18,2020-04-24 11:59:18,2020-04-24,50,200,100,0,100,200,200,300,0
DOH000000000003877,840,TABLAS DOCTORS HOSPITAL,2020-04-24 8:34:34,2020-04-24 8:34:34,2020-04-24,0,100,0,0,0,0,50,0,0
DOH000000000003877,514,TABLAS DOCTORS HOSPITAL,2020-04-17 16:50:08,2020-04-17 16:50:08,2020-04-17,0,3,0,0,0,0,50,0,0
DOH000000000003886,988,TAGBILARAN MATERNITY AND CHILDREN'S HOSPITAL,2020-04-24 9:32:00,2020-04-24 9:32:00,2020-04-24,6,100,100,0,6,2,60,100,0
DOH000000000003975,499,NUESTRO ESPIRITU MEDICAL-SURGICAL AND DIAGNOSTIC CLINIC,2020-04-17 16:35:34,2020-04-17 16:35:34,2020-04-17,0,0,0,0,0,0,0,0,0
DOH000000000003975,1443,NUESTRO ESPIRITU MEDICAL-SURGICAL AND DIAGNOSTIC CLINIC,2020-04-24 14:08:40,2020-04-24 14:08:40,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003983,982,KALUMBOYAN COMMUNITY PRIMARY HOSPITAL,2020-04-24 9:28:45,2020-04-24 9:28:45,2020-04-24,0,100,10,0,10,10,37,95,20
DOH000000000003985,337,PAZZU MEDICAL CLINIC,2020-04-17 14:54:22,2020-04-17 14:54:22,2020-04-17,0,0,0,0,0,0,0,20,20
DOH000000000003985,895,PAZZU MEDICAL CLINIC,2020-04-24 8:54:45,2020-04-24 8:54:45,2020-04-24,0,2,0,0,3,0,20,165,20
DOH000000000003986,2,ROSARY OF VIRGIN MARY HOSPITAL,2020-04-17 5:21:36,2020-04-17 5:21:36,2020-04-17,0,0,0,0,0,0,0,0,0
DOH000000000003986,712,ROSARY OF VIRGIN MARY HOSPITAL,2020-04-24 5:47:04,2020-04-24 5:47:04,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003996,1060,BOHOL ST. JUDE GENERAL HOSPITAL CORPORATION,2020-04-24 10:08:20,2020-04-24 10:08:20,2020-04-24,0,100,20,0,0,0,50,0,0
DOH000000000004054,903,RAPU-RAPU DISTRICT HOSPITAL,2020-04-24 8:57:46,2020-04-24 8:57:46,2020-04-24,0,1800,2850,0,4,0,0,0,50
DOH000000000004054,339,RAPU-RAPU DISTRICT HOSPITAL,2020-04-17 14:56:37,2020-04-17 14:56:37,2020-04-17,0,2250,2900,0,4,0,0,0,63
DOH000000000004095,1180,HOSPITAL OF THE HOLY CROSS,2020-04-24 11:07:28,2020-04-24 11:07:28,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000004162,1645,CORADO MEDICAL CLINIC AND HOSPITAL,2020-04-24 15:43:14,2020-04-24 15:43:14,2020-04-24,3,50,0,0,0,0,10,0,5
DOH000000000004201,81,MANDAUE CITY HOSPITAL,2020-04-17 9:41:09,2020-04-17 9:41:09,2020-04-17,0,900,500,0,250,0,120,0,0
DOH000000000004203,765,JANUARIA MARCIAL  MEMORIAL HOSPITAL,2020-04-24 7:55:37,2020-04-24 7:55:37,2020-04-24,2,200,5,0,0,0,5,5,0
DOH000000000004213,1786,RAGAY DISTRICT HOSPITAL,2020-04-24 17:02:56,2020-04-24 17:02:56,2020-04-24,20,1700,20,0,0,20,0,900,0
DOH000000000004225,115,"PAMPANGA MEDICAL SPECIALIST HOSPITAL, INC.",2020-04-17 10:27:10,2020-04-17 10:27:10,2020-04-17,100,100,1000,0,50,500,200,100,300
DOH000000000004233,1480,SAN PEDRO JOSE L. AMANTE EMERGENCY HOSPITAL,2020-04-24 14:27:25,2020-04-24 14:27:25,2020-04-24,295,191,0,0,1180,0,1002,0,0
DOH000000000004244,938,OUR LADY OF FATIMA HOSPITAL,2020-04-24 9:10:07,2020-04-24 9:10:07,2020-04-24,0,100,20,0,0,0,1,50,20
DOH000000000004244,553,OUR LADY OF FATIMA HOSPITAL,2020-04-17 18:07:20,2020-04-17 18:07:20,2020-04-17,0,100,20,0,0,0,2,20,20
DOH000000000004256,1172,DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,2020-04-24 10:59:34,2020-04-24 10:59:34,2020-04-24,0,150,140,0,0,0,0,0,0
DOH000000000004256,28,DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,2020-04-17 8:14:58,2020-04-17 8:14:58,2020-04-17,0,200,168,0,0,0,0,0,0
DOH000000000004280,1738,MANAOAG COMMUNITY HOSPITAL,2020-04-24 16:33:18,2020-04-24 16:33:18,2020-04-24,0,5000,85,0,10,10,80,3300,0
DOH000000000004320,1280,BAYAMBANG DISTRICT HOSPITAL,2020-04-24 12:09:50,2020-04-24 12:09:50,2020-04-24,0,1000,100,0,50,100,200,1000,30
DOH000000000004358,1264,"SUMC FOUNDATION, INC.",2020-04-24 11:59:13,2020-04-24 11:59:13,2020-04-24,13,139900,7600,0,238,930,261,1450,120
DOH000000000004403,1613,DR. DOMINGO S. DE LEON GENERAL HOSPITAL,2020-04-24 15:33:46,2020-04-24 15:33:46,2020-04-24,10,1,10,0,0,10,0,2,0
DOH000000000004405,1959,GALINATO FAMILY CLINIC AND HOSPITAL,2020-04-25 14:11:45,2020-04-25 14:11:45,2020-04-25,13,25,3,0,5,0,15,50,3
DOH000000000004413,1766,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA,2020-04-24 16:46:38,2020-04-24 16:46:38,2020-04-24,18,74889,1391,0,181,137,71,17682,340
DOH000000000004413,331,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA,2020-04-17 14:52:37,2020-04-17 14:52:37,2020-04-17,10,8271,1200,0,190,49,20,21178,340
DOH000000000004414,568,Saint Anthony Mother and Child Hospital,2020-04-17 18:56:17,2020-04-17 18:56:17,2020-04-17,50,14900,555,0,180,38,1094,1240,491
DOH000000000004414,1869,Saint Anthony Mother and Child Hospital,2020-04-24 21:14:17,2020-04-24 21:14:17,2020-04-24,300,5100,1900,0,57,28,386,3100,150
DOH000000000004429,1744,SORIANO-LEYBLE MEDICAL AND MATERNITY HOSPITAL,2020-04-24 16:36:07,2020-04-24 16:36:07,2020-04-24,0,100,50,0,0,0,0,100,0
DOH000000000004456,1241,GATTARAN EMERGENCY HOSPITAL,2020-04-24 11:44:04,2020-04-24 11:44:04,2020-04-24,0,382,22,0,22,28,1,820,216
DOH000000000004475,508,"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-04-17 16:41:49,2020-04-17 16:41:49,2020-04-17,18,150,81,0,0,0,210,50,0
DOH000000000004502,144,IGNACIO LACSON ARROYO SR. MEMORIAL DISTRICT HOSPITAL,2020-04-17 11:11:41,2020-04-17 11:11:41,2020-04-17,100,0,13,0,130,13,100,350,0
DOH000000000004502,776,IGNACIO LACSON ARROYO SR. MEMORIAL DISTRICT HOSPITAL,2020-04-24 8:04:12,2020-04-24 8:04:12,2020-04-24,142,399,1000,0,33,140,282,100,0
DOH000000000004522,322,SEÑOR TESORO HOSPITAL,2020-04-17 14:47:06,2020-04-17 14:47:06,2020-04-17,0,50,0,0,0,0,3,100,0
DOH000000000004522,1325,SEÑOR TESORO HOSPITAL,2020-04-24 12:48:05,2020-04-24 12:48:05,2020-04-24,0,40,0,0,0,0,3,90,0
DOH000000000004568,1802,SARANGANI MUNICIPAL HOSP.,2020-04-24 17:17:37,2020-04-24 17:17:37,2020-04-24,4,100,50,0,4,0,0,150,10
DOH000000000004568,245,SARANGANI MUNICIPAL HOSP.,2020-04-17 13:12:12,2020-04-17 13:12:12,2020-04-17,4,100,50,0,0,0,0,150,10
DOH000000000004576,605,VICENTE L. PERALTA MEMORIAL DISTRICT HOSPITAL,2020-04-18 7:03:05,2020-04-18 7:03:05,2020-04-18,0,20,0,0,20,5,20,0,0
DOH000000000004576,1865,VICENTE L. PERALTA MEMORIAL DISTRICT HOSPITAL,2020-04-24 20:26:30,2020-04-24 20:26:30,2020-04-24,0,20,2,0,20,5,60,10,0
DOH000000000004580,1548,EVANGELISTA MEDICAL CLINIC AND HOSPITAL,2020-04-24 14:59:22,2020-04-24 14:59:22,2020-04-24,0,0,11,0,7,0,7,4,7
DOH000000000004582,512,"P. GONZALES MEMORIAL HOSPITAL, INC.",2020-04-17 16:44:49,2020-04-17 16:44:49,2020-04-17,0,400,0,0,0,0,30,0,0
DOH000000000004582,1778,"P. GONZALES MEMORIAL HOSPITAL, INC.",2020-04-24 16:53:24,2020-04-24 16:53:24,2020-04-24,0,350,0,0,0,0,30,100,0
DOH000000000004584,1889,HINIGARAN MEDICAL CLINIC,2020-04-24 22:34:25,2020-04-24 22:34:25,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000004589,891,SANTO DOMINGO DISTRICT HOSPITAL,2020-04-24 8:54:02,2020-04-24 8:54:02,2020-04-24,0,100,100,0,10,0,100,50,0
DOH000000000004628,380,ROSARIO DISTRICT HOSPITAL,2020-04-17 15:20:37,2020-04-17 15:20:37,2020-04-17,15,2300,100,0,6,0,88,250,24
DOH000000000004665,431,MADRID DISTRICT HOSPITAL,2020-04-17 15:48:50,2020-04-17 15:48:50,2020-04-17,0,1000,200,0,48,0,30,1000,0
DOH000000000004665,1505,MADRID DISTRICT HOSPITAL,2020-04-24 14:40:35,2020-04-24 14:40:35,2020-04-24,0,100,100,0,21,0,80,900,0
DOH000000000004760,1208,MANANGAN CLINIC AND HOSPITAL,2020-04-24 11:27:16,2020-04-24 11:27:16,2020-04-24,2,100,0,0,0,20,10,14,3
DOH000000000004790,268,NORTHERN CAGAYAN DISTRICT HOSPITAL,2020-04-17 13:35:58,2020-04-17 13:35:58,2020-04-17,0,50,20,0,0,10,20,0,0
DOH000000000004790,1072,NORTHERN CAGAYAN DISTRICT HOSPITAL,2020-04-24 10:13:36,2020-04-24 10:13:36,2020-04-24,3,50,10,0,5,10,20,200,100
DOH000000000004793,659,"CABATUAN FAMILY HOSPITAL, INC.",2020-04-18 14:37:31,2020-04-18 14:37:31,2020-04-18,0,150,120,0,0,0,30,0,0
DOH000000000004831,1343,CALBAYOG DISTRICT HOSPITAL,2020-04-24 13:04:02,2020-04-24 13:04:02,2020-04-24,24,5300,6592,0,2,436,224,24782,36
DOH000000000004831,672,CALBAYOG DISTRICT HOSPITAL,2020-04-18 17:54:11,2020-04-18 17:54:11,2020-04-18,65,2600,5000,0,2,132,213,25000,40
DOH000000000004862,232,LUCAS-PAGUILA MEDICAL CLINIC AND HOSPITAL,2020-04-17 12:51:52,2020-04-17 12:51:52,2020-04-17,20,300,300,0,15,20,50,150,0
DOH000000000004923,1622,CATUBIG DISTRICT HOSPITAL,2020-04-24 15:36:45,2020-04-24 15:36:45,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000004957,613,OLUTANGA MUNICIPAL HOSPITAL,2020-04-18 8:17:24,2020-04-18 8:17:24,2020-04-18,10,10,500,0,0,0,10,200,0
DOH000000000004957,1004,OLUTANGA MUNICIPAL HOSPITAL,2020-04-24 9:36:48,2020-04-24 9:36:48,2020-04-24,10,10,500,0,0,0,10,500,0
DOH000000000004961,920,TABANGO COMMUNITY HOSPITAL,2020-04-24 9:04:30,2020-04-24 9:04:30,2020-04-24,0,300,0,0,0,0,55,40,45
DOH000000000004967,277,CALAMBA DISTRICT HOSPITAL,2020-04-17 13:43:04,2020-04-17 13:43:04,2020-04-17,10,150,10,0,15,10,10,0,0
DOH000000000004967,1517,CALAMBA DISTRICT HOSPITAL,2020-04-24 14:45:33,2020-04-24 14:45:33,2020-04-24,15,300,100,0,15,0,20,0,0
DOH000000000004969,220,CAMP NAVARRO GENERAL HOSPITAL,2020-04-17 12:37:18,2020-04-17 12:37:18,2020-04-17,202,1101,265,0,9,25,77,473,18
DOH000000000004970,1675,GAMAY DISTRICT HOSPITAL,2020-04-24 15:57:12,2020-04-24 15:57:12,2020-04-24,28,300,50,0,3,0,20,150,240
DOH000000000004996,484,DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-17 16:23:44,2020-04-17 16:23:44,2020-04-17,0,20,0,0,0,0,15,30,0
DOH000000000004996,1591,DEMANO'S MEDICAL AND PEDIATRIC CLINIC,2020-04-24 15:21:25,2020-04-24 15:21:25,2020-04-24,0,30,0,0,0,0,10,5,0
DOH000000000005024,1274,MALITA DISTRICT HOSPITAL,2020-04-24 12:03:54,2020-04-24 12:03:54,2020-04-24,0,0,0,0,0,100,20,1300,0
DOH000000000005024,192,MALITA DISTRICT HOSPITAL,2020-04-17 11:51:20,2020-04-17 11:51:20,2020-04-17,0,50,0,0,0,100,50,0,0
DOH000000000005029,1879,ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-24 21:51:02,2020-04-24 21:51:02,2020-04-24,0,1300,119,0,750,0,690,686,893
DOH000000000005029,655,ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-18 14:02:21,2020-04-18 14:02:21,2020-04-18,425,311,425,0,311,519,954,2731,311
DOH000000000005048,708,SANTA CRUZ COMMUNITY HOSPITAL,2020-04-19 20:46:20,2020-04-19 20:46:20,2020-04-19,3,250,0,0,0,0,0,0,0
DOH000000000005058,505,SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-17 16:39:03,2020-04-17 16:39:03,2020-04-17,10,250,14,0,14,0,4,1250,10
DOH000000000005058,1430,SALVADOR R. ENCINAS DISTRICT HOSPITAL,2020-04-24 13:59:56,2020-04-24 13:59:56,2020-04-24,10,150,14,0,14,0,4,890,10
DOH000000000005079,1177,HINATUAN DISTRICT HOSPITAL,2020-04-24 11:01:24,2020-04-24 11:01:24,2020-04-24,3,400,0,0,17,20,25,1330,37
DOH000000000005086,951,VISAYAS STATE UNIVERSITY HOSPITAL,2020-04-24 9:15:28,2020-04-24 9:15:28,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000005125,722,DR. BERNARDO B. CORRAL MEMORIAL HOSPITAL,2020-04-24 6:52:58,2020-04-24 6:52:58,2020-04-24,0,90,0,0,0,0,0,0,0
