hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000001663,459,CARAMOAN MUNICIPAL HOSPITAL,2020-04-17 16:04:51,2020-04-17 16:04:51,2020-04-17,0,0,0,0,0,0,0,0,0
DOH000000000001663,1690,CARAMOAN MUNICIPAL HOSPITAL,2020-04-24 16:05:12,2020-04-24 16:05:12,2020-04-24,10,500,200,0,0,24,0,500,0
DOH000000000001668,1555,VICE GOVERNOR FRANCISCO PONCE DE LEON MEMORIAL HOSPITAL,2020-04-24 15:01:26,2020-04-24 15:01:26,2020-04-24,0,0,0,0,25,0,0,0,0
DOH000000000001668,3108,VICE GOVERNOR FRANCISCO PONCE DE LEON MEMORIAL HOSPITAL,2020-05-01 15:57:38,2020-05-01 15:57:38,2020-05-01,0,0,0,0,0,0,0,0,0
DOH000000000001668,23,VICE GOVERNOR FRANCISCO PONCE DE LEON MEMORIAL HOSPITAL,2020-04-17 8:05:23,2020-04-17 8:05:23,2020-04-17,0,35,0,0,28,16,18,400,10
DOH000000000001677,1592,MAHESECO MULTIPURPOSE COOPERATIVE,2020-04-24 15:29:33,2020-04-24 15:22:02,2020-04-24,22,1700,0,0,2,0,87,100,28
DOH000000000001677,2171,MAHESECO MULTIPURPOSE COOPERATIVE,2020-05-01 8:01:46,2020-05-01 8:01:46,2020-05-01,19,1700,0,0,2,0,85,100,17
DOH000000000001771,377,MADDELA DISTRICT HOSPITAL,2020-04-17 15:17:29,2020-04-17 15:17:29,2020-04-17,6,200,100,0,0,0,25,50,0
DOH000000000001771,2482,MADDELA DISTRICT HOSPITAL,2020-05-01 10:00:38,2020-05-01 10:00:38,2020-05-01,0,100,100,0,0,0,10,100,0
DOH000000000001771,1124,MADDELA DISTRICT HOSPITAL,2020-04-24 10:38:15,2020-04-24 10:38:15,2020-04-24,6,100,100,0,0,0,20,50,10
DOH000000000001806,1838,VIRGEN MILAGROSA MEDICAL CENTER,2020-04-24 18:11:45,2020-04-24 18:11:45,2020-04-24,10,2100,185,0,2327,0,22,0,10
DOH000000000001810,2740,SAN MIGUEL HOSPITAL,2020-05-01 12:27:40,2020-05-01 12:27:40,2020-05-01,1112,1127,0,0,9,40,28,1642,12820
DOH000000000001824,293,LINGAYEN DISTRICT HOSPITAL,2020-04-17 14:07:58,2020-04-17 14:07:58,2020-04-17,63,3800,1000,0,86,20,418,3800,17
DOH000000000001825,709,MINA DE ORO GENERAL HOSPITAL,2020-04-19 21:09:16,2020-04-19 21:09:16,2020-04-19,4,100,0,0,0,0,0,0,0
DOH000000000001825,2892,MINA DE ORO GENERAL HOSPITAL,2020-05-01 14:15:08,2020-05-01 14:15:08,2020-05-01,4,100,0,0,0,0,0,0,0
DOH000000000001825,1575,MINA DE ORO GENERAL HOSPITAL,2020-04-24 15:13:25,2020-04-24 15:13:25,2020-04-24,4,100,0,0,0,0,0,0,0
DOH000000000001843,2622,STA. MARIA MEDICAL CLINIC & HOSPITAL,2020-05-01 11:12:53,2020-05-01 11:12:53,2020-05-01,3,100,0,0,0,0,5,50,0
DOH000000000001843,1759,STA. MARIA MEDICAL CLINIC & HOSPITAL,2020-04-24 16:43:52,2020-04-24 16:43:52,2020-04-24,3,100,0,0,0,0,3,50,0
DOH000000000001875,3021,GUBATAN CLINIC,2020-05-01 15:20:57,2020-05-01 15:20:57,2020-05-01,10,200,30,0,10,0,10,100,20
DOH000000000001914,1773,DR. WILFREDO G. CORTES HOSPITAL INC.,2020-04-24 16:50:20,2020-04-24 16:50:20,2020-04-24,0,100,10,0,0,0,0,0,2
DOH000000000001918,25,CARAGA REGIONAL HOSPITAL,2020-04-17 8:13:38,2020-04-17 8:13:38,2020-04-17,48,31100,1140,0,1280,572,427,167950,9063
DOH000000000001930,2667,LLORENTE MUNICIPAL HOSPITAL,2020-05-01 11:36:15,2020-05-01 11:36:15,2020-05-01,8,600,35,0,5,0,15,250,18
DOH000000000001930,1153,LLORENTE MUNICIPAL HOSPITAL,2020-04-24 10:49:40,2020-04-24 10:49:40,2020-04-24,8,700,40,0,5,0,15,300,18
DOH000000000001930,333,LLORENTE MUNICIPAL HOSPITAL,2020-04-17 14:53:14,2020-04-17 14:53:14,2020-04-17,8,200,50,0,3,0,15,200,18
DOH000000000001955,2924,MAGTABOG GENERAL HOSPITAL,2020-05-01 14:30:47,2020-05-01 14:30:47,2020-05-01,6,120,0,0,0,0,15,0,0
DOH000000000001955,1683,MAGTABOG GENERAL HOSPITAL,2020-04-24 15:59:30,2020-04-24 15:59:30,2020-04-24,6,160,0,0,0,0,15,15,0
DOH000000000001955,434,MAGTABOG GENERAL HOSPITAL,2020-04-17 15:50:19,2020-04-17 15:50:19,2020-04-17,6,30,0,0,0,0,15,20,0
DOH000000000001977,1511,MARIVELES MENTAL WELLNESS  AND GENERAL HOSPITAL,2020-04-24 14:43:11,2020-04-24 14:43:11,2020-04-24,479,1400,1180,0,2093,538,199,8850,240
DOH000000000001980,2072,ALICIA DISTRICT HOSPITAL,2020-05-01 6:35:55,2020-05-01 6:35:55,2020-05-01,0,0,0,0,0,0,0,0,0
DOH000000000001980,763,ALICIA DISTRICT HOSPITAL,2020-04-24 7:54:26,2020-04-24 7:54:26,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000001980,80,ALICIA DISTRICT HOSPITAL,2020-04-17 9:41:03,2020-04-17 9:41:03,2020-04-17,0,0,0,0,0,0,0,0,0
DOH000000000001994,1295,MANDAON MEDICARE COMMUNITY HOSPITAL,2020-04-24 12:27:30,2020-04-24 12:27:30,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002025,2648,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-05-01 11:31:37,2020-05-01 11:31:37,2020-05-01,25,100,102,0,29,150,127,20,13
DOH000000000002025,1792,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-24 17:09:00,2020-04-24 17:09:00,2020-04-24,25,200,150,0,18,150,129,50,15
DOH000000000002025,177,MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-17 11:35:40,2020-04-17 11:35:40,2020-04-17,25,300,150,0,18,150,41,50,15
DOH000000000002040,1317,ST. JOHN MEDICAL AND MATERNITY CLINIC,2020-04-24 12:43:13,2020-04-24 12:43:13,2020-04-24,0,100,0,0,4,0,20,30,20
DOH000000000002040,2694,ST. JOHN MEDICAL AND MATERNITY CLINIC,2020-05-01 11:52:16,2020-05-01 11:52:16,2020-05-01,0,100,0,0,4,0,20,30,20
DOH000000000002051,944,MAINIT MEDICARE COMMUNITY HOSPITAL,2020-04-24 9:11:27,2020-04-24 9:11:27,2020-04-24,0,300,0,0,0,0,41,136,0
DOH000000000002073,457,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-17 16:03:36,2020-04-17 16:03:36,2020-04-17,20,600,100,0,38,100,10,75,35
DOH000000000002073,1020,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-24 9:45:09,2020-04-24 9:45:09,2020-04-24,20,300,200,0,70,200,30,350,35
DOH000000000002102,536,"LOPEZ DISTRICT FARMERS HOSPITAL, INC.",2020-04-17 17:18:11,2020-04-17 17:18:11,2020-04-17,70,10358,988,0,0,200,50,2400,90
DOH000000000002113,1655,PINES CITY DOCTORS? HOSPITAL,2020-04-24 15:48:28,2020-04-24 15:48:28,2020-04-24,231,16522,469,0,126,1004,877,9203,440
DOH000000000002129,2185,CLAVERIA DISTRICT HOSPITAL,2020-05-01 8:11:02,2020-05-01 8:11:02,2020-05-01,0,0,0,0,0,0,15,0,0
DOH000000000002129,1350,CLAVERIA DISTRICT HOSPITAL,2020-04-24 13:11:19,2020-04-24 13:11:19,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002130,1925,SAROMA HOSPITAL,2020-04-25 10:27:15,2020-04-25 10:27:15,2020-04-25,6,200,0,0,3,0,20,100,0
DOH000000000002130,2372,SAROMA HOSPITAL,2020-05-01 9:14:16,2020-05-01 9:14:16,2020-05-01,20,200,0,0,3,0,20,200,0
DOH000000000002151,2411,"BETHEL BAPTIST HOSPITAL, INC.",2020-05-01 9:30:34,2020-05-01 9:30:34,2020-05-01,183,1200,200,0,15,35,67,200,200
DOH000000000002151,929,"BETHEL BAPTIST HOSPITAL, INC.",2020-04-24 9:07:21,2020-04-24 9:07:21,2020-04-24,225,1550,150,0,0,50,75,200,325
DOH000000000002174,3049,OLIVAREZ GENERAL HOSPITAL,2020-05-01 15:34:07,2020-05-01 15:34:07,2020-05-01,0,11000,0,0,0,0,0,1200,0
DOH000000000002185,697,"STA. TERESITA HOSPITAL, INC.",2020-04-19 15:50:19,2020-04-19 15:50:19,2020-04-19,10,500,200,0,7,150,20,50,5
DOH000000000002185,1917,"STA. TERESITA HOSPITAL, INC.",2020-04-25 9:09:38,2020-04-25 9:09:38,2020-04-25,10,400,400,0,7,100,20,100,0
DOH000000000002185,2917,"STA. TERESITA HOSPITAL, INC.",2020-05-01 14:28:38,2020-05-01 14:28:38,2020-05-01,6,200,356,0,7,112,40,60,0
DOH000000000002213,2609,EDUARDO L. JOSON MEMORIAL HOSPITAL,2020-05-01 11:06:42,2020-05-01 11:06:42,2020-05-01,50,110,10,0,20,10,80,0,0
DOH000000000002255,306,AGOO MEDICAL CLINIC,2020-04-17 14:24:10,2020-04-17 14:24:10,2020-04-17,20,300,16,0,5,0,50,0,0
DOH000000000002255,1012,AGOO MEDICAL CLINIC,2020-04-24 9:40:42,2020-04-24 9:40:42,2020-04-24,20,250,10,0,5,0,45,0,0
DOH000000000002260,96,DR. ERLINDA B. ESTANISLAO MEMORIAL HOSPITAL,2020-04-17 10:01:26,2020-04-17 10:01:26,2020-04-17,0,50,0,0,0,0,10,20,0
DOH000000000002260,2231,DR. ERLINDA B. ESTANISLAO MEMORIAL HOSPITAL,2020-05-01 8:27:42,2020-05-01 8:27:42,2020-05-01,0,50,40,0,0,0,15,0,0
DOH000000000002260,1081,DR. ERLINDA B. ESTANISLAO MEMORIAL HOSPITAL,2020-04-24 10:16:29,2020-04-24 10:16:29,2020-04-24,0,50,30,0,0,0,15,35,0
DOH000000000002270,1730,PINEDA-AQUINO GENERAL HOSP,2020-04-24 16:29:00,2020-04-24 16:29:00,2020-04-24,3,100,50,0,0,0,5,50,0
DOH000000000002270,2582,PINEDA-AQUINO GENERAL HOSP,2020-05-01 10:50:29,2020-05-01 10:50:29,2020-05-01,3,100,0,0,0,0,5,50,0
DOH000000000002271,424,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - GINGOOG,2020-04-17 15:45:31,2020-04-17 15:45:31,2020-04-17,25,50,100,0,10,30,50,50,25
DOH000000000002312,1913,BABOL GENERAL HOSPITAL,2020-04-25 8:51:29,2020-04-25 8:51:29,2020-04-25,10,300,5,0,6,0,10,300,20
DOH000000000002312,2532,BABOL GENERAL HOSPITAL,2020-05-01 10:24:31,2020-05-01 10:24:31,2020-05-01,10,300,5,0,6,0,10,300,20
DOH000000000002326,1244,LOPEZ FAMILY CLINIC AND HOSPITAL,2020-04-24 11:47:41,2020-04-24 11:47:41,2020-04-24,5,50,90,0,5,10,14,250,10
DOH000000000002326,359,LOPEZ FAMILY CLINIC AND HOSPITAL,2020-04-17 15:07:23,2020-04-17 15:07:23,2020-04-17,5,50,100,0,5,10,14,300,10
DOH000000000002326,2863,LOPEZ FAMILY CLINIC AND HOSPITAL,2020-05-01 14:03:34,2020-05-01 14:03:34,2020-05-01,5,50,80,0,5,10,14,200,10
DOH000000000002327,1196,MATUTES MEDICAL CLINIC & HOSPITAL,2020-04-24 11:18:27,2020-04-24 11:18:27,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002327,2987,MATUTES MEDICAL CLINIC & HOSPITAL,2020-05-01 15:08:37,2020-05-01 15:08:37,2020-05-01,0,400,0,0,0,0,0,0,0
DOH000000000002355,1703,"BORBON GENERAL HOSPITAL, INC.",2020-04-24 16:14:15,2020-04-24 16:14:15,2020-04-24,0,200,0,0,20,0,50,0,0
DOH000000000002355,2941,"BORBON GENERAL HOSPITAL, INC.",2020-05-01 14:40:25,2020-05-01 14:40:25,2020-05-01,0,0,0,0,20,0,50,0,0
DOH000000000002390,2597,ASILO HOSPITAL,2020-05-01 11:00:43,2020-05-01 11:00:43,2020-05-01,0,0,0,0,0,0,0,0,0
DOH000000000002390,1407,ASILO HOSPITAL,2020-04-24 13:40:10,2020-04-24 13:40:10,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000002421,899,BISLIG DISTRICT HOSPITAL,2020-04-24 8:56:07,2020-04-24 8:56:07,2020-04-24,15,75,30,0,30,20,20,50,5
DOH000000000002463,1139,ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-24 10:44:03,2020-04-24 10:44:03,2020-04-24,27,10300,100,0,8,0,35,1400,64
DOH000000000002471,1176,ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-24 11:01:15,2020-04-24 11:01:15,2020-04-24,8,200,3,0,6,3,6,100,0
DOH000000000002523,3090,BACOLOD OUR LADY OF MERCY SPECIALTY HOSPITAL,2020-05-01 15:50:40,2020-05-01 15:50:40,2020-05-01,2,5000,500,0,0,350,8,400,114
DOH000000000002560,1248,AUGUIS CLINIC & HOSPITAL,2020-04-24 11:50:00,2020-04-24 11:50:00,2020-04-24,4,20,0,0,0,0,10,300,0
DOH000000000002691,775,ORMOC DISTRICT HOSPITAL,2020-04-24 8:02:39,2020-04-24 8:02:39,2020-04-24,40,250,0,0,45,50,30,0,0
DOH000000000002691,32,ORMOC DISTRICT HOSPITAL,2020-04-17 8:17:47,2020-04-17 8:17:47,2020-04-17,50,0,0,0,0,0,25,0,0
DOH000000000002749,1565,ORIENTAL MINDORO PROVINCIAL HOSPITAL,2020-04-24 15:08:11,2020-04-24 15:08:11,2020-04-24,200,500,400,0,200,0,400,300,50
DOH000000000002750,283,WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-17 13:50:20,2020-04-17 13:50:20,2020-04-17,3,100,20,0,5,10,12,100,0
DOH000000000002750,1601,WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-24 15:26:33,2020-04-24 15:26:33,2020-04-24,3,100,20,0,10,15,30,50,0
DOH000000000002753,3151,LABELLA HOSPITAL,2020-05-01 16:14:50,2020-05-01 16:14:50,2020-05-01,22,5100,15,0,16,0,25,1445,140
DOH000000000002761,156,SAINT LAWRENCE HOSPITAL,2020-04-17 11:21:00,2020-04-17 11:21:00,2020-04-17,3,50,0,0,0,0,5,0,0
DOH000000000002761,1454,SAINT LAWRENCE HOSPITAL,2020-04-24 14:24:02,2020-04-24 14:16:09,2020-04-24,3,25,0,0,0,0,5,0,0
DOH000000000002761,2831,SAINT LAWRENCE HOSPITAL,2020-05-01 13:42:09,2020-05-01 13:42:09,2020-05-01,3,0,0,0,0,0,5,0,0
DOH000000000002762,2205,CRUZADO MEDICAL HOSPITAL,2020-05-01 8:18:03,2020-05-01 8:18:03,2020-05-01,5,100,5,0,0,4,10,0,0
DOH000000000002762,799,CRUZADO MEDICAL HOSPITAL,2020-04-24 8:16:07,2020-04-24 8:16:07,2020-04-24,5,1,6,0,0,4,10,0,0
DOH000000000002808,2975,EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-05-01 15:02:33,2020-05-01 15:02:33,2020-05-01,0,200,0,0,0,0,0,50,0
DOH000000000002811,947,ORDONEZ MEDICAL HOSPITAL,2020-04-24 9:12:40,2020-04-24 9:12:40,2020-04-24,14,400,0,0,0,0,14,500,14
DOH000000000002811,2317,ORDONEZ MEDICAL HOSPITAL,2020-05-01 8:56:45,2020-05-01 8:56:45,2020-05-01,14,400,14,0,0,0,14,400,0
DOH000000000002819,2349,POZORRUBIO COMMUNITY HOSPITAL,2020-05-01 9:06:07,2020-05-01 9:06:07,2020-05-01,2,700,48,0,7,44,65,3350,0
DOH000000000002819,36,POZORRUBIO COMMUNITY HOSPITAL,2020-04-17 8:25:00,2020-04-17 8:25:00,2020-04-17,25,250,0,0,10,0,113,1056,0
DOH000000000002820,644,"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-18 12:20:53,2020-04-18 12:20:53,2020-04-18,100,500,300,0,30,300,30,800,50
DOH000000000002825,626,TARANGNAN COMMUNITY HOSPITAL,2020-04-18 9:20:51,2020-04-18 9:20:51,2020-04-18,20,50,20,0,10,2,15,50,20
DOH000000000002828,798,LT. TIDANG MEMORIAL HOSPITAL,2020-04-24 8:15:55,2020-04-24 8:15:55,2020-04-24,0,800,100,0,0,0,50,450,0
DOH000000000002828,357,LT. TIDANG MEMORIAL HOSPITAL,2020-04-17 15:05:34,2020-04-17 15:05:34,2020-04-17,0,0,150,0,0,0,0,0,0
DOH000000000002843,2965,JABONGA MUNICIPAL HOSPITAL,2020-05-01 14:51:00,2020-05-01 14:51:00,2020-05-01,10,300,25,0,10,10,15,335,15
DOH000000000002843,1614,JABONGA MUNICIPAL HOSPITAL,2020-04-24 15:33:57,2020-04-24 15:33:57,2020-04-24,12,1400,32,0,3,10,15,500,5
DOH000000000002851,1090,SOCORRO DISTRICT HOSPITAL,2020-04-24 10:19:39,2020-04-24 10:19:39,2020-04-24,0,200,20,0,0,0,10,250,20
DOH000000000002853,690,TUDELA MUNICIPAL HOSPITAL,2020-04-19 11:09:09,2020-04-19 11:09:09,2020-04-19,10,0,50,0,0,0,20,50,0
DOH000000000002906,1810,TOJONG INC. MATERNITY AND GENERAL HOSPITAL,2020-04-24 17:30:59,2020-04-24 17:30:59,2020-04-24,4,50,200,0,0,0,20,120,0
DOH000000000002910,219,ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-17 12:35:53,2020-04-17 12:35:53,2020-04-17,21,400,5,0,0,0,0,500,27
DOH000000000002923,1422,ALLEN DISTRICT HOSPITAL,2020-04-24 13:51:39,2020-04-24 13:51:39,2020-04-24,0,0,0,0,0,0,10,0,0
DOH000000000002923,2201,ALLEN DISTRICT HOSPITAL,2020-05-01 8:17:30,2020-05-01 8:17:30,2020-05-01,0,200,0,0,0,0,40,150,0
DOH000000000002930,1934,"CEBU SOUTH GENERAL HOSPITAL, INC.",2020-04-25 11:22:28,2020-04-25 11:22:28,2020-04-25,384,690,5800,0,5,164,60,750,193
DOH000000000002931,1696,AMANCIO-FERNANDEZ LYING IN AND CLINIC,2020-04-24 16:06:43,2020-04-24 16:06:43,2020-04-24,0,5,0,0,13,0,3,5,0
DOH000000000002949,824,STA. CLARA DE MONTEFALCO MEDICAL CENTER,2020-04-24 8:25:34,2020-04-24 8:25:34,2020-04-24,20,600,50,0,0,0,8,50,0
DOH000000000002949,2982,STA. CLARA DE MONTEFALCO MEDICAL CENTER,2020-05-01 15:06:18,2020-05-01 15:06:18,2020-05-01,12,450,36,0,0,0,6,40,0
DOH000000000002963,1425,WAO DISTRICT HOSPITAL,2020-04-24 13:55:15,2020-04-24 13:55:15,2020-04-24,0,1000,0,0,30,0,0,100,0
DOH000000000002963,2698,WAO DISTRICT HOSPITAL,2020-05-01 11:58:35,2020-05-01 11:58:35,2020-05-01,0,900,0,0,27,0,0,80,0
DOH000000000002996,2402,ECHAGUE DISTRICT HOSPITAL,2020-05-01 9:24:38,2020-05-01 9:24:38,2020-05-01,30,580,920,0,50,0,28,650,20
DOH000000000002996,1550,ECHAGUE DISTRICT HOSPITAL,2020-04-24 15:00:15,2020-04-24 15:00:15,2020-04-24,59,800,1000,0,75,0,50,1000,30
DOH000000000003065,1754,NARRA MUNICIPAL HOSPITAL,2020-04-24 16:42:03,2020-04-24 16:42:03,2020-04-24,17,8295,0,0,30,0,48,5700,163
DOH000000000003065,58,NARRA MUNICIPAL HOSPITAL,2020-04-17 8:54:34,2020-04-17 8:54:34,2020-04-17,19,12540,25,0,30,0,75,6300,150
DOH000000000003065,2115,NARRA MUNICIPAL HOSPITAL,2020-05-01 7:26:31,2020-05-01 7:26:31,2020-05-01,0,3300,25,0,90,0,48,4750,166
DOH000000000003077,2670,VALLADOLID DISTRICT HOSPITAL,2020-05-01 11:37:24,2020-05-01 11:37:24,2020-05-01,570,20000,400,0,45,45,45,1550,60
DOH000000000003077,1338,VALLADOLID DISTRICT HOSPITAL,2020-04-24 12:57:24,2020-04-24 12:57:24,2020-04-24,610,20000,700,0,50,50,50,1800,120
DOH000000000003096,788,DIZON HOSPITAL AND MEDICAL CENTER,2020-04-24 8:13:37,2020-04-24 8:13:37,2020-04-24,8,15,0,0,9,0,16,0,0
DOH000000000003096,2092,DIZON HOSPITAL AND MEDICAL CENTER,2020-05-01 7:01:05,2020-05-01 7:01:05,2020-05-01,8,400,21,0,9,0,18,0,0
DOH000000000003100,438,MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-17 15:53:22,2020-04-17 15:53:22,2020-04-17,9,100,9,0,9,0,76,600,25
DOH000000000003100,1344,MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-24 13:04:37,2020-04-24 13:04:37,2020-04-24,8,100,8,0,13,0,150,650,19
DOH000000000003100,3032,MATNOG MEDICARE COMMUNITY HOSPITAL,2020-05-01 15:24:22,2020-05-01 15:24:22,2020-05-01,8,72,10,0,14,2,145,350,15
DOH000000000003116,1632,NORTHERN SAMAR PROVINCIAL HOSPITAL,2020-04-24 15:40:10,2020-04-24 15:40:10,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003161,2393,FRANCISCA APAO UY MEMORIAL HOSPITAL,2020-05-01 9:21:30,2020-05-01 9:21:30,2020-05-01,20,200,100,0,0,0,100,50,0
DOH000000000003182,2077,FORT MAGSAYSAY ARMY STATION HOSPITAL,2020-05-01 6:41:59,2020-05-01 6:41:59,2020-05-01,20,400,0,0,0,0,10,0,0
DOH000000000003182,871,FORT MAGSAYSAY ARMY STATION HOSPITAL,2020-04-24 8:45:43,2020-04-24 8:45:43,2020-04-24,20,500,0,0,0,0,8,0,0
DOH000000000003277,2286,LABRADOR MUNICIPAL HOSPITAL,2020-05-01 8:43:58,2020-05-01 8:43:58,2020-05-01,5,500,4,0,5,4,38,350,0
DOH000000000003277,1572,LABRADOR MUNICIPAL HOSPITAL,2020-04-24 15:13:01,2020-04-24 15:13:01,2020-04-24,5,600,4,0,5,4,38,400,0
DOH000000000003277,240,LABRADOR MUNICIPAL HOSPITAL,2020-04-17 13:07:02,2020-04-17 13:07:02,2020-04-17,0,600,0,0,0,0,3,300,0
DOH000000000003284,16,LIANKO'S MEDICAL CLINIC,2020-04-17 7:40:21,2020-04-17 7:40:21,2020-04-17,2,40,0,0,0,0,0,40,0
DOH000000000003284,727,LIANKO'S MEDICAL CLINIC,2020-04-24 6:57:40,2020-04-24 6:57:40,2020-04-24,0,35,0,0,0,0,0,50,0
DOH000000000003284,2079,LIANKO'S MEDICAL CLINIC,2020-05-01 6:43:09,2020-05-01 6:43:09,2020-05-01,0,50,0,0,0,0,2,50,0
DOH000000000003299,73,GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-17 9:33:23,2020-04-17 9:33:23,2020-04-17,0,100,20,0,0,0,20,15,10
DOH000000000003299,747,GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-24 7:42:12,2020-04-24 7:42:12,2020-04-24,3,100,6,0,2,2,20,25,10
DOH000000000003301,401,ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-17 15:36:38,2020-04-17 15:36:38,2020-04-17,20,150,100,0,10,100,15,20,0
DOH000000000003301,2109,ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-05-01 7:20:28,2020-05-01 7:20:28,2020-05-01,20,15,100,0,10,58,45,30,0
DOH000000000003301,742,ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-24 7:38:41,2020-04-24 7:38:41,2020-04-24,15,100,45,0,13,50,13,30,0
DOH000000000003319,2368,DETECIO COMMUNITY HOSPITAL,2020-05-01 9:13:29,2020-05-01 9:13:29,2020-05-01,0,0,0,0,0,0,0,0,0
DOH000000000003319,1113,DETECIO COMMUNITY HOSPITAL,2020-04-24 10:32:22,2020-04-24 10:32:22,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003407,1953,CEBU PROVINCIAL HOSPITAL (BOGO CITY),2020-04-25 13:33:35,2020-04-25 13:33:35,2020-04-25,0,0,0,0,0,0,0,0,0
DOH000000000003421,315,CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-04-17 14:38:27,2020-04-17 14:38:27,2020-04-17,0,2700,0,0,12,6,18,850,0
DOH000000000003421,1037,CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-04-24 9:55:42,2020-04-24 9:55:42,2020-04-24,0,2600,0,0,15,5,18,750,0
DOH000000000003421,2631,CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-05-01 11:21:46,2020-05-01 11:21:46,2020-05-01,22,2600,6,0,8,7,0,650,0
DOH000000000003449,111,GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-17 10:25:28,2020-04-17 10:25:28,2020-04-17,4,30,5,0,0,0,3,50,0
DOH000000000003492,2461,Bongabon District Hospital,2020-05-01 9:49:37,2020-05-01 9:49:37,2020-05-01,11,200,29,0,14,67,43,0,22
DOH000000000003547,1576,PRIETO DIAZ MUNICIPAL HOSPITAL,2020-04-24 15:13:42,2020-04-24 15:13:42,2020-04-24,8,300,200,0,5,0,110,350,0
DOH000000000003551,1901,GENERAL TINIO MEDICARE AND COMMUNITY HOSPITAL,2020-04-25 7:43:35,2020-04-25 7:43:35,2020-04-25,7,50,2,0,17,0,35,0,0
DOH000000000003551,2127,GENERAL TINIO MEDICARE AND COMMUNITY HOSPITAL,2020-05-01 7:34:28,2020-05-01 7:34:28,2020-05-01,18,50,2,0,17,0,35,0,8
DOH000000000003557,735,LILOAN COMMUNITY HOSPITAL,2020-04-24 7:19:57,2020-04-24 7:19:57,2020-04-24,15,100,0,0,3,20,0,20,0
DOH000000000003557,2088,LILOAN COMMUNITY HOSPITAL,2020-05-01 6:56:59,2020-05-01 6:56:59,2020-05-01,15,100,0,0,3,20,0,0,0
DOH000000000003560,2797,MANANGO HOSPITAL,2020-05-01 13:14:04,2020-05-01 13:14:04,2020-05-01,0,0,0,0,0,0,0,0,0
DOH000000000003560,770,MANANGO HOSPITAL,2020-04-24 7:59:44,2020-04-24 7:59:44,2020-04-24,0,0,0,0,0,0,0,0,0
DOH000000000003562,2080,TRIFON SAILE MEMORIAL HOSPITAL,2020-05-01 6:44:04,2020-05-01 6:44:04,2020-05-01,22,0,16,0,0,14,44,9,1
DOH000000000003562,733,TRIFON SAILE MEMORIAL HOSPITAL,2020-04-24 7:13:21,2020-04-24 7:13:21,2020-04-24,23,0,17,0,0,15,44,11,1
DOH000000000003562,581,TRIFON SAILE MEMORIAL HOSPITAL,2020-04-17 20:00:31,2020-04-17 20:00:31,2020-04-17,24,0,18,0,0,16,44,11,1
DOH000000000003616,3068,HOLY ROSARY HOSPITAL,2020-05-01 15:42:17,2020-05-01 15:42:17,2020-05-01,0,1100,0,0,6,0,15,250,40
DOH000000000003620,83,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-17 9:42:57,2020-04-17 9:42:57,2020-04-17,320,66500,4600,0,27,0,84,9300,1600
DOH000000000003620,1200,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-24 11:23:32,2020-04-24 11:23:32,2020-04-24,287,60000,4300,0,81,3000,20,9200,6
DOH000000000003620,2375,SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-05-01 9:15:24,2020-05-01 9:15:24,2020-05-01,274,59100,8000,0,83,6000,0,9200,0
